PRODUCTINVENTORYKEY,PRODUCTID,PRODUCTKEY,LOCATIONID,LOCATIONNAME,COSTRATE,AVAILABILITY,LOCATIONMODIFIEDDATE,SHELF,BIN,QUANTITY,PROHISMODIFIEDDATE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
587,509,114,50,Subassembly,12.25,120.0,2008-04-30,J,7,558,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,e65193a5bb4fd973a3da304006cc0bdba2dfdcb429f590e5c437069c6bb6115d
588,510,115,6,Miscellaneous Storage,0.0,0.0,2008-04-30,N,4,406,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,ddb7d415d0a5fe2646624a6a58de29d4df5be9ac36206940bc37a15dbd9af7fa
589,510,115,50,Subassembly,12.25,120.0,2008-04-30,J,6,316,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,7e6264d3255b4a845bd18ccb7b4ea0fc6e1012a2af7e7356008630126b6d0f40
590,511,116,6,Miscellaneous Storage,0.0,0.0,2008-04-30,N,5,390,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,9902c7b8c3d6dbc33f7a47479dcf4b2503ada5dfe821b5b9399cf002c2333666
591,511,116,50,Subassembly,12.25,120.0,2008-04-30,J,5,350,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,595d22cabb81850d35958d7490d45e72051088807f7605557c9d36e6e565754d
592,512,117,6,Miscellaneous Storage,0.0,0.0,2008-04-30,N,5,334,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,3126c2db0fd7944bf867e9acd4cfc66a05ad0af5b33df0117a2dc135d277bd2d
593,512,117,50,Subassembly,12.25,120.0,2008-04-30,J,4,281,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,6b183433f6219d488b687e25f501bdc29315b04d11b7220e10b896d1b4fa8ab7
594,513,118,6,Miscellaneous Storage,0.0,0.0,2008-04-30,N,9,640,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,f37948fd7dbc0a71fc7371ec927fd794d72716120538d45529e38cff241eb1b2
595,513,118,50,Subassembly,12.25,120.0,2008-04-30,J,3,724,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,1b70026f26e52a39ed570908655ed07b6606e12912540e9423517c06b8aeb352
596,514,60,6,Miscellaneous Storage,0.0,0.0,2008-04-30,D,10,267,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,abd97955a84b2bf047b1ebbddcc2568b40db9b4d7287f1b6df5cfdbb531de3c1
597,514,60,50,Subassembly,12.25,120.0,2008-04-30,G,4,318,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,bf8679c3ef0375c8b60e260030cd3ce1c8ae8e407c506261ded9ffd3d15ad614
598,514,60,60,Final Assembly,12.25,120.0,2008-04-30,F,2,212,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,72ff60b784f8cc28302f8aa44756b6bba42495262b1573d03483d3c081d23d34
599,515,57,6,Miscellaneous Storage,0.0,0.0,2008-04-30,D,2,268,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,dc934697c3c2e2f1546c977f595e6959384dde57b35bc6266baf6584b4d4abe3
600,515,57,50,Subassembly,12.25,120.0,2008-04-30,G,22,320,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,69f0830a69de2d0699ca989581eec6dd98cf06822ed82f2aecf8a083571bab51
601,515,57,60,Final Assembly,12.25,120.0,2008-04-30,F,1,214,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,1de040428bd0ea38f455d3c4a7b47684d3d6e0d5d7c2650258458caf769294ee
602,516,54,6,Miscellaneous Storage,0.0,0.0,2008-04-30,D,3,270,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,e9a6581805df648ba41b222b563e3e1062d93067cce6f38e8a78834319d3ae83
603,516,54,50,Subassembly,12.25,120.0,2008-04-30,G,23,321,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,ad4a2e300e48ede708e88c7877422a0383eaa20dc266f109e0aa4605620e0c5a
604,516,54,60,Final Assembly,12.25,120.0,2008-04-30,F,3,216,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,8730373caf47703c7569fae84cdf16aef7fd20b3a1aaa2ea7a2be5281a199fb7
605,517,59,6,Miscellaneous Storage,0.0,0.0,2008-04-30,D,16,272,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,60d44d9de0670eef5ee8b6259b355fe6ba37ea5c715bbc08a06d17164b708d5c
606,517,59,50,Subassembly,12.25,120.0,2008-04-30,G,5,323,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,38f76e54941147e911d1a7427c11b8c935a0bfac7be5b59b0c0d222ca0315e49
607,517,59,60,Final Assembly,12.25,120.0,2008-04-30,F,5,217,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,a7699560c00aa42623e0d39f6c5b747d836222c0416e3f724676fd6c3c47c44a
608,518,56,6,Miscellaneous Storage,0.0,0.0,2008-04-30,D,17,273,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,61443535091d69a3c2072832c1e74999cf146792f3436ed3e3617c52d5db93ae
609,518,56,50,Subassembly,12.25,120.0,2008-04-30,G,6,324,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,a8bb89adc9cbca33720b912cad66f59d3757bd7afb3dd6a9df740f65b639cbac
610,518,56,60,Final Assembly,12.25,120.0,2008-04-30,F,6,219,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,5b3ad7f8de6e77cba84a3638c05799f92c2aae23d66d90050cc5927192c224b1
611,519,52,6,Miscellaneous Storage,0.0,0.0,2008-04-30,D,15,275,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,35e88eb51fcd9f606280de894726fa897bd4cd9b9c382e5762333567d565ab41
612,519,52,50,Subassembly,12.25,120.0,2008-04-30,G,7,326,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,dd20a1eac7d1c7d6b6e222707aa48b8a629cd5b8a2bbb487a1aa6940f7712de1
613,519,52,60,Final Assembly,12.25,120.0,2008-04-30,F,13,220,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,b719bd2012ca61d66f542a114e6cdb15ee907c7d3d7fed8fa1ca7daf9c6b7436
614,520,58,6,Miscellaneous Storage,0.0,0.0,2008-04-30,D,14,276,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,f0b189f1021ba1dfe1ac20464b9e449770415c69cbbf6530a2a6bb0747c546bc
615,520,58,50,Subassembly,12.25,120.0,2008-04-30,G,2,328,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,259c41fc66a008b9bafbb7231b836aec8e75f99ece78e875a4a74012b4a1076f
616,520,58,60,Final Assembly,12.25,120.0,2008-04-30,F,14,222,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,f6af2540215c48d9c938f7165bc841030b1074c37eff0be878817282c65ae841
617,521,55,6,Miscellaneous Storage,0.0,0.0,2008-04-30,D,11,278,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,b2a5de653508079e9211bfa2d767534982e243aee468961cc5efaeedd8929f0f
618,521,55,50,Subassembly,12.25,120.0,2008-04-30,G,1,329,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,c1b6f75d02f436cba9a98007f5b9892146b3f6840e536968cbbca7696008017c
619,521,55,60,Final Assembly,12.25,120.0,2008-04-30,F,18,224,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,1e6abfe04b0166336c65548d94c47771bef0e79767f09c97465eb00451658ba1
620,522,53,6,Miscellaneous Storage,0.0,0.0,2008-04-30,D,1,280,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,9963d5c9bce20a0bbdf61db9ea7b3e37c41a4c2e3ce32af38557f7bee3202483
621,522,53,50,Subassembly,12.25,120.0,2008-04-30,G,3,331,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,d7eeb5c1ac34443ee46133d9828a3b70ae36332e8057219d16b7cc47c882f395
622,522,53,60,Final Assembly,12.25,120.0,2008-04-30,F,7,225,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,187d89f00eed91ed12cea161d33e5e78dad6c498de5ed67ec98553f2bb6bf744
623,523,119,6,Miscellaneous Storage,0.0,0.0,2008-04-30,K,1,164,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,d18171bd1645217f35baaf0d0407ad6bd6cd0354c43a1f7cc59ebb2f0a79b691
624,523,119,50,Subassembly,12.25,120.0,2008-04-30,Y,1,209,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,68387476d717af21d4109074638f6334db5a4452ed7bb2b89feba5b6db057f76
625,523,119,60,Final Assembly,12.25,120.0,2008-04-30,L,6,139,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,df969593104d2693574a4664cfa9d207c3641887b854c482fc4548a7eb8c4478
626,524,120,6,Miscellaneous Storage,0.0,0.0,2008-04-30,L,1,124,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,6967dcbc80a4a2c878f26f74e20753264b473c7f1212e602a39e653a7210e11a
627,524,120,50,Subassembly,12.25,120.0,2008-04-30,Y,2,228,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,56742d56f306aef3d77f71bf5c26486799ee70c42640c364a5f6333d943e1ec1
628,524,120,60,Final Assembly,12.25,120.0,2008-04-30,K,1,107,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,116208788a43bc5a93635fb69d6963fedcf511eb5967c14026387f1ae6249d0c
629,525,109,6,Miscellaneous Storage,0.0,0.0,2008-04-30,B,2,644,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,1936338ada146b95aa0864f0d5207b6d0f0ab8b9f1039d1899fcccb3501d2f59
630,525,109,50,Subassembly,12.25,120.0,2008-04-30,F,1,619,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,b2207cc732613e6ea2187713ba4a6b4562b9a93ad19250bb258895fd3dee7210
631,526,122,6,Miscellaneous Storage,0.0,0.0,2008-04-30,B,3,587,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,85a22605dd64ead96223dba2d6058b1d0aa5a573685d53b1737f8865c64e886c
632,526,122,50,Subassembly,12.25,120.0,2008-04-30,F,5,624,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,8f4fffd8a49d79c693ffcbafb0fb3d44f10f1de6e51896a82c3808d15eba7b4e
633,527,123,6,Miscellaneous Storage,0.0,0.0,2008-04-30,B,4,888,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,64091b249fd885ba6bcc0ae1c2ca3665bf33a534c061797da265f205cb12541e
634,527,123,50,Subassembly,12.25,120.0,2008-04-30,F,11,702,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,306169e1574612a1be1b2ec9542e4461fbfdf643943af49fe096553e55dae282
635,528,124,6,Miscellaneous Storage,0.0,0.0,2008-04-30,F,5,924,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,7884bd5ed077c2336ded552b7920330225691a4646f58c97cb473f23e1b42a9a
636,528,124,60,Final Assembly,12.25,120.0,2008-04-30,E,3,729,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,421efc8cef7e91df00ab0f6ae2cfaf6fca18fc8ae2a582c131dc55d4706cfc99
637,529,125,6,Miscellaneous Storage,0.0,0.0,2008-04-30,F,6,425,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,b0f3001c9c23345bf95b4c7e17bf2d65c83ae3388263341ad384ca9c91492604
638,529,125,60,Final Assembly,12.25,120.0,2008-04-30,E,4,371,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,ee4d0f5682022790dd986e9905b80801a2c5009fae066639327a285c9a807328
639,530,126,6,Miscellaneous Storage,0.0,0.0,2008-04-30,F,7,336,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,310cc330bf1722e2e057870ce8cbe5c14d28b1aec2a2f479b946097029e4d001
640,530,126,60,Final Assembly,12.25,120.0,2008-04-30,E,5,444,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,656bf74ad8895ccf91bb7058055341bba2c551ba56e33355d1769ad4ed0cc7d6
641,531,127,6,Miscellaneous Storage,0.0,0.0,2008-04-30,F,8,427,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,bfcd3adb8167f706ef4f0258cd6b4cffd5882083d80cc0c1157d2a8a0d45379a
642,531,127,60,Final Assembly,12.25,120.0,2008-04-30,E,6,374,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,f4863c81ff119a8769b6dbe512c6235aa959192a24431fcff7fd3fe11d185c4f
643,532,128,6,Miscellaneous Storage,0.0,0.0,2008-04-30,F,4,715,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,2bf6427180a944bf22f10e8a1f2428d0b952b1c2261ce3f9fc4fc1463a438bdd
644,532,128,60,Final Assembly,12.25,120.0,2008-04-30,E,7,542,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,448cb4fca862d54312dc24c4d46375812b40766c4cf5957eb46c50f28aa5b277
645,533,129,6,Miscellaneous Storage,0.0,0.0,2008-04-30,F,1,443,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,bf79a89060cf253b43793bc47e2ff77dbb8664b01d690aa6f28a9deac279ef93
646,533,129,60,Final Assembly,12.25,120.0,2008-04-30,E,1,388,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,1d4f486532589564ec3d549c30341fdc55bb70b8dd2a916fc3318d0b9d25069b
647,534,130,6,Miscellaneous Storage,0.0,0.0,2008-04-30,L,12,379,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,46599b7122f9b58378b3219d8729a2af4f4d4d073ae39a290034c80351a42639
648,534,130,50,Subassembly,12.25,120.0,2008-04-30,R,12,278,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,0b31e50b5f579f65bb33a257216636b703922fee7d6f88d23285830727b825d6
649,535,131,6,Miscellaneous Storage,0.0,0.0,2008-04-30,L,14,427,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,7607861a58cd64fbe107b356fed442b3406e864993adf89871c3b27da369d5d7
650,535,131,50,Subassembly,12.25,120.0,2008-04-30,R,14,409,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,0d7ba6207eb4846540ec1d5c90c295bd859b906ca054013d9f6d1b879e5e22ee
651,679,132,1,Tool Crib,0.0,0.0,2008-04-30,E,22,164,2014-08-09,True,2006-06-23,9999-12-31 00:00:00,fda617c5006a1dcee7492949a597754697d3b5802af81d6ded1f9442ac816032
652,679,132,6,Miscellaneous Storage,0.0,0.0,2008-04-30,M,13,136,2014-08-09,True,2006-06-23,9999-12-31 00:00:00,d7f1cfa1b5a3635963749a087c99f945bc296ddf258873ce182416386dbd03f9
653,679,132,50,Subassembly,12.25,120.0,2008-04-30,W,13,121,2014-08-09,True,2006-06-23,9999-12-31 00:00:00,6c0f7fac31fa45e4f46fae9bdcb5bede471bfb37a5d67974d04693f3a0d7f899
654,707,309,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,288,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,84b203fc0eb488991bcaf9ca6036247dc024b816c3d5369681dcc3749fcf1c9a
655,708,310,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,324,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,4697667dc7f94bd7b90e02438da880e430f3bb2076681f436b062009de2d8273
656,709,486,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,180,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,e6ff67d71d5963c7b9dc761d035f4a7c6c6fd541b9197196c26df109ed115004
657,710,487,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,216,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,20276d45b9b142998edba7beff7fc6a3874c1747dbc6f1677434c59a0f1d97c0
658,711,311,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,216,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,2971b1ab27f2ae6ea45358f970e7c048c6448a6b9cadf749bc4dac94030cc4cd
659,712,43,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,288,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,c2ebc0131af78d7e3b5aa13add9ddf7389300e7a89d0eb682d0985e419847f21
660,713,393,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,144,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,e3dab3acd12564ba5aee5b8ad6a31f495e8fc0775cfa3799b28e5e68d6e277ba
661,714,394,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,180,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,18e0bf41f22ba443606c6348f98ac467d3c40384d46064f9ad6128d808d1f238
662,715,395,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,216,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,4f3be9ba1231d3267efdca987d4bc4380795579d0709f4096eb125bd8bdc0654
663,716,396,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,252,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,1b8e8b1a1dba7a4d27f346aca16f95ae3978d82c3c708c895ccadc39b130d458
664,747,406,10,Frame Forming,22.5,96.0,2008-04-30,N/A,0,121,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,e188e5adcb2a38f595b4c91ff8f1d3257f0fcb8cfaefa490cc7e8108a1ad8920
665,747,406,20,Frame Welding,25.0,108.0,2008-04-30,N/A,0,161,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,f0fc8edd9cc113a557afb84804f24810164b71b79cb8af5a91cb40bd50b28608
666,747,406,30,Debur and Polish,14.5,120.0,2008-04-30,N/A,0,148,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,faf2bfc3df523f9789b4e80eeab7f43e8c04e9cc5c4f60c65f186fbc4d5cd9ff
667,747,406,40,Paint,15.75,120.0,2008-04-30,N/A,0,107,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,1d816a3cbb67001ac17b3ba9083576bd44854afb9739dbd95b24c43d6787908d
668,747,406,50,Subassembly,12.25,120.0,2008-04-30,N/A,0,160,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,fe4b4ece072ec8fd9300197bb3b0c1121c2f91bb1770a1da84e010c5bc5d0534
669,747,406,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,137,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,399683c60cefe0df6b7a0635f5563d27bec1ea92c389a5e91a57246d332a2794
670,748,400,10,Frame Forming,22.5,96.0,2008-04-30,N/A,0,105,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,dd6a137cf760cf9d601dedd628a1c9ab457dab17da1f5ae821b84ac293a80885
671,748,400,20,Frame Welding,25.0,108.0,2008-04-30,N/A,0,145,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,cf00ccef0de7540bad42f386b3eb62e04c5ef342528913517ac642cc504ec597
672,748,400,30,Debur and Polish,14.5,120.0,2008-04-30,N/A,0,132,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,7369d6bc8b23c062335dfced5aa89462848023cec113f88e14587aa6ba6d0edc
673,748,400,45,Specialized Paint,18.0,80.0,2008-04-30,N/A,0,91,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,2b34ca7760eb3b2b8ee527d765bf32c6df0205af9fe45d0cfc2257937e5c465d
674,748,400,50,Subassembly,12.25,120.0,2008-04-30,N/A,0,144,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,439e8de915cc3b0adf4b3a9ac361db51709e1435dc5b8e0105fa38b87091abdd
675,748,400,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,121,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,2b5cb504715a7ab7f23b557bc35548e212ba6788c50c2caacfa6f382f2f9e080
676,749,317,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,73,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,4ae59caf4b10265823ed8f85da59a6eda3b825e48b81a9eb93b79ff2e1375a46
677,749,317,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,60,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,f0b571861a994d7ee1d2f3f5670ac9678e156fde024fe3683d2cc2d917e9014d
678,750,313,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,102,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,c9d9f0c1ddd507944760b92bef4394c646c03e0000a47e966f0bb0058d42c68d
679,750,313,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,121,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,abf1ee53a76c0357078ad3cdabb0b3fa25b8c8f503ecbbc6d0b41fe8df0c5a2a
680,751,314,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,32,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,8340c4a3d3ab2f56bbc27c16f79f91da98a3af56163e19df4197e67c3fb54739
681,751,314,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,108,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,59db0d61b482fc2ad86851b8bb193e0155b50341461754a4f81e9983fb2a493b
682,752,315,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,52,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,05a0d33db9c62c1de25f6f2adf999232204659fed12f0ee4f5042e835e60b386
683,752,315,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,76,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,02bd229f21d7507d8d1cafda42b11a32801b681b7432103a7c7db040d0318504
684,753,316,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,112,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,0bf62f45adc2702b14a3a150e1bf0a7f65c2566e923adebb494f1310509b8ff4
685,753,316,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,51,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,8c09b709288500dcbaaca23dab5aa023699a5ecd066531b3008a7cb564412114
686,754,334,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,65,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,f57100b47c1167f65af61c5ab186ad166c87a6f31914e0b71be89b297adbbbaa
687,754,334,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,83,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,2aa7bbcec81ccc1d13589680a4875787132ec412446314fc197a977893b81ae6
688,755,333,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,75,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,03c649377ef837d5d1cc1068b0e4d730434205e3b398a22f39241ede0d221af8
689,755,333,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,62,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,9d9bbe82f0a6c6ccfcb66d898bdf691abddac7c5b7ea785ef4ce534d08264491
690,756,332,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,30,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,5a30016f917c800bf2ac487cfd4d687b17203895969cf2dfc714aaca65fab641
691,756,332,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,99,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,6854e0767134bed01cf33ff7381179c19addab5bd13c9abdab1fe3dd2b9c63dc
692,757,331,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,56,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,f49fa4e618e1103a61da1abbacef6971f615e5595ae94a2933f7aebc24168d78
693,757,331,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,78,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,5d80269c2d4f46857bfc8a2ef8cf0d88e4f15ffa677b7934cbcb548b6e617278
694,758,330,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,116,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,def70d5cfe9602b13dc157be489b87b06a95671672b03a05b6be9f929afe6b4f
695,758,330,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,49,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,84759a1801fbb8514991e0e970c17fcf5ce078a9f4b53182b32c9a084810cfa6
696,759,351,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,112,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,38fd2e72d5e74cfc33c34fd9efe13ee9a2f634b97d4983f447187e56f7d10ccc
697,759,351,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,51,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,20ab4e77da883496c71a1d9313f19d9eb3374e7f9afbd0f99cdecd8941119cc8
698,760,350,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,99,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,d49e8c03cc57519e37875ef5d15e7a30e7c914e740997ddcba9f247230dba583
699,760,350,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,86,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,ba90433a410f1e49590cb2383d80991c7e83fdd4cf3fccb35ce0846bccbfded4
700,761,349,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,67,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,d16ad838bf1a2823c02f64105ee77d245f143296b3ff638d7e0e9e65f68199c1
701,761,349,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,81,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,a415a48ccb2587b1fcc16dde7514f9eca3cf043781bd30e499ef9aedf55a5d48
702,762,348,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,75,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,1f897bb040d72064ecfcb42650d3d806195654b4d40d9b875522a2f9f1140281
703,762,348,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,62,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,5df8b2baea3361af7c47a143696faebc2cbc5c57316988a2d3dfe3e791171aa6
704,763,347,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,102,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,5cc2fa6336383bf0599b54ae3c5f8ad748460b867d735c85ff96db5fa36ba79a
705,763,347,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,121,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,f55f0ff5f7e89cf28c0a10a662596ccadafe6f92bcffb4d5f2f181dbf468ac66
706,764,346,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,32,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,1e97d1b25b18190f50bbf7715eb2019f13bdbedc52c144d97fd8ad1039c225b6
707,764,346,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,108,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,ce424aaa9ec52dfd85e5fc9c58d65d50f240b8f71f91fe2151315c20284ceb6d
708,765,345,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,56,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,99b8c26ee287c6cf2949184dd7e4bc398d265e032807bb8ca7dfa5d34f11861e
709,765,345,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,78,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,61b4a1dc5112db75e491a42a0cae13129ffa84a54fa8c2957e58c1fa9e7d411f
710,766,344,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,116,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,1bce4645af6af11511475445b47202aef08dca8928f1c79cd565119a06ca53cc
711,766,344,60,Final Assembly,12.25,120.0,2008-04-30,N/A,0,49,2011-05-01,True,2006-06-23,9999-12-31 00:00:00,d8b570f7cfd5bb3dff8786a6b58b9272ace278bfdf639d73d6f3bb3e138c35eb
