WORKORDERROUTINGKEY,WORKORDERID,PRODUCTID,PRODUCTKEY,OPERATIONSEQUENCE,LOCATIONID,LOCATIONNAME,COSTRATE,AVAILABILITY,LOCATIONMODIFIEDDATE,SCHEDULEDSTARTDATE,SCHEDULEDENDDATE,ACTUALSTARTDATE,ACTUALENDDATE,ACTUALRESOURCEHRS,PLANNEDCOST,ACTUALCOST,ROUTINGMODIFIEDDATE,SCRAPREASONNAME,SCRAPMODIFIEDDATE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
36903,37557,781,21,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,464d9a3e72c9875501e7cf580f389ce670abb3dba082fbe0655ea1d598adba1a
36904,37558,782,22,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,9aa68478de3d7b6e29ac95d02925f7f8a06187b11db1790f5768941044dce013
36905,37559,792,320,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,0ac0d40f2b1feeefa3d166fde545b6a7e4224f9b06da7d6df11e0abab84efcf6
36906,37560,794,318,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,34b60404c8fcc1aaa610e664027ab0223ca1a0eb3fbd7121595196657ac5343f
36907,37561,801,335,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,21d95c82045992746eb776160cd3bb559d05fd931d9127be4bbf578e1e909667
36908,37562,966,513,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,c26f13b88a1c83718752e9a587c2de1772389d4da0d62d7107e22ff7e40edc69
36909,37563,968,511,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,5a804edfa832af5ee54676753f9740ae02b27477a79aebea918741ab205c1046
36910,37564,974,327,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,6f5ebc7b5f590de637d91ceb1aac83ded8e3cb67c1458f05e8616cbc9cf03595
36911,37565,976,329,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,c62d05424e69d71f66e6fc46a1f3bc80e18fb867848f9f6ff7150400b749a9f3
36912,37566,977,352,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,917cf73e4a7d69b9e86bfefe1b6e108139ea99b620731dcc797fb2728e80855f
36913,37567,983,32,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,3df4770347dc3aa6a17c3f1b1897d4c69a84e6d26ae3890bb93a210af93781d4
36914,37568,989,38,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,bdd9e19fb73adf91e4922c21bc4ae1285d16f463460755feb7a87870aa06ce2d
36915,37569,997,353,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,8790fb50485e5b05a990119a9997f36a12a403f77c249aa4b2177872bf8999dd
36916,37570,998,354,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,389f7eea48f4ed902ebb7b400bdbc2c19728ec9842e4a274af36205f6f18352f
36917,37571,999,355,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,aa02332b963349dcc10ca498aa1b94f99de5d96610b2b2fd73a019b52508f46b
36918,37572,514,60,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,8f2b11d8432eebc7cd07535f6ee36c8e2d8aca682f01e39ae49df9b2849d41c4
36919,37572,514,60,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,70b7f60554ce8bdb2adf6cbdfb9713d05d93e060e41d0c3b66bf0f59c69eefc9
36920,37573,516,54,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,7ef48941f396c544847aa619e9fa799eb42d45af96b4f0c1360e2b18dc100f6b
36921,37573,516,54,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,c0c9b9dbcd9c5c05324f7ec3fe38468c00c45fb152b7ffec7a0c1b41aa9fb909
36922,37574,517,59,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,3ac0334cde74fe5ec71655deaa89dc68a5f3283aa77812d764b5f79b46e519dd
36923,37574,517,59,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,5070ca70ca6f520863e791794f91969742561567e060f31a539d3c5e8df26f4e
36924,37575,518,56,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,ccb38d046036eb4d98d8842add472100f777c4c94a540201f42250f443fa0c87
36925,37575,518,56,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,333952ec552f0ed0296b42478daf920ac97eb560e46686a630ab9df6b14421fd
36926,37576,519,52,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,db0a4ce898d4fbe0809c054ced49a4f973c30327d02e8f6494d9ee975fc6a4a3
36927,37576,519,52,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,e32f04129969b994f739e98cd61f74a8c5657488e97a6b55906cde0c7242d4b2
36928,37577,522,53,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,4a35ac6853cc566441e8795a6fa8caa4e61e82a12f9d669fdd94ff7024d92614
36929,37577,522,53,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,445b3a7a4a8b3658a96c5badbf587babf68b94bad4b81b8dbd3c31f0a277d4c4
36930,37584,747,406,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.1,92.25,92.25,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,45f84510ca0ddd6eea4dc9bff7474bb9901c548ccdb4b736e7bb723b624ae513
36931,37584,747,406,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.5,87.5,87.5,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,3eba1054b066858643ea8e1af6a9821b72cbc76e6510578ff71caf9aa96c2ee0
36932,37584,747,406,3,30,Debur and Polish,14.5,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,1.0,14.5,14.5,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,c8d020b2c22b3fc7c58f1a95f74d942fcd9c8a6211d07c6e8f88a15d3d02761d
36933,37584,747,406,4,40,Paint,15.75,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,2.0,31.5,31.5,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,b95b7a7320a43d0c72e013b1280139747df6f64f8d3b0f4dd3027b7093b4e181
36934,37584,747,406,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,0688c5ffccd9b276adcb8ae35387cc5849745054f8af74d34c34d0ed4743a6f2
36935,37584,747,406,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,402294e5c6d3bfffe1edda2d182044b47c2f9a9aa1d29c8736136426ea959286
36936,37585,805,468,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,0515f476dd85de5b79a3a350a18563a974300f79f8d1a3649a83932f300f7f98
36937,37586,806,467,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,2c318223a8126f26f0622a3033c0075a2d15103156577175c6b256e12bad454a
36938,37587,807,466,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,116295aa7682098887e2bbe370c02c226e06a927d43ca24f8a042e91f33d6aed
36939,37588,808,454,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.1,92.25,92.25,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,61f7cc0ffdefc718f39c9b717192b47ebaa1493fecd5ae1394393f2ff948e951
36940,37588,808,454,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.5,87.5,87.5,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,eba42a4e2eaf7b47cf92d6051bf7a220bf34c1b5219489c3a3edc4d67845a1cc
36941,37588,808,454,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,9e5468f9d28720170011fd3b3ac9b215c53eafe7c3f8e12d42f04aa2baee8a6c
36942,37589,810,448,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.1,92.25,92.25,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,1cbd425fe59a0b4f6d4426fb6c842e2d25f9c8649f6ab68a1758d16216a3c351
36943,37589,810,448,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.5,87.5,87.5,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,197ff1ff850e278a41eeeda352f48c9ab1c8f53bdaf44f1807e10385bc838280
36944,37589,810,448,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,727115a93e7e3e37762c699137165e8cae2e86f1ef972740870a9689e12450e8
36945,37590,811,455,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.1,92.25,92.25,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,508e920079fb0459bf43af14810417611a67d62181c712a85f8bb3d3796297ab
36946,37590,811,455,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.5,87.5,87.5,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,942202e85426165ff3e7b708647601c37634781031af784a6dd05e236c681058
36947,37590,811,455,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,704d09e8da59b7d5ce6a9a8b7644e949f287fdd044f65dafb347b6acc590938d
36948,37591,812,452,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.1,92.25,92.25,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,80132342c6eec685530e5e05f0bdf019e6e19896aae9a4176452c46c7621c000
36949,37591,812,452,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.5,87.5,87.5,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,7a2c6f3568fefd46995434c5d5263a130a3bff7e149ca5231854b13efc7bda1f
36950,37591,812,452,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,508837de094770243b98149f0ade0d0ff8a4a46fc1f491139e16521c24e1a5dd
36951,37592,813,449,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.1,92.25,92.25,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,ab574d9e8c2195d249e78b9a0aa3cd4bbc806186cf297ba17b438f340e6ed1ec
36952,37592,813,449,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.5,87.5,87.5,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,00addc628931982a85a4996e9a8d663d3e8602f982e5470048b959cac635e799
36953,37592,813,449,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,dff0ed39d42ee529428b883cf23a689a5a211cf73cb78e61dcbef7ed235a2431
36954,37593,815,485,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,9fd11718489210713fd33c44cab3b1bbb18d5439c1b9653ba0d0a3567f4c5733
36955,37594,816,481,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,93a775d36b56cd4de263406791b737dcb771ee145caf7875f3ee52e2a97d42fd
36956,37595,818,484,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,bc6d8a43f36e9679a3de75863d04363cff2080b0ca94e2c51a254db2283290e9
36957,37596,819,477,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,b5c940608df892799cd1785a3b767cc170f80234c78da40ef727c62a62d26386
36958,37597,820,473,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,5549b11adb2a7a93f547ee89607f61ff29e5416235921de1a33866e70f27ad1e
36959,37598,821,480,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,08418266a5fc6f94df86f76042c79ed2748412021ed5037b0cb1245d8f445ce0
36960,37599,823,483,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,946b33f3b8257af58be0fead7ef3488505183daff314887f13301f8c7fde26ef
36961,37600,824,479,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,122c6645e9f6d41ef777fc9db697d423030a7c9052f6f7b42b5d384752fe874f
36962,37601,826,482,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,e4719f87ccad2df1c98375f39ce2a4678f527ecbdc5e5cd856eebb1a39812d73
36963,37602,827,476,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,a9c2427d9b2b7162697eba2b1f27a1a3618b7324b82a4b977015bf1230ecccfe
36964,37603,828,472,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,be6e4f479db02099f25b8a1804bbb97dba651ac195e2ffcbdc8f887cd404f007
36965,37604,829,478,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,ae944cbf9bd95f64863f4c330386c162c671d77e7f1fcc3acc49f856fb97dd19
36966,37610,894,47,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,f223e028867e7585d4227f7db94e23b699a94898f03c19c4937059d600899990
36967,37612,943,424,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.1,92.25,92.25,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,d0b2d820ba4455bd2b5ba2daacd1ba0aeb7b6a5c7ba51a2a68e07e7188f9f89f
36968,37612,943,424,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.5,87.5,87.5,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,1f7c97fce6dd84ae4183c12f12ddd37aa7a2e78545d05761af2031c0bea4827f
36969,37612,943,424,3,30,Debur and Polish,14.5,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,1.0,14.5,14.5,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,281bc10f323d072078401504dd69f3c10045bb4f2bea0447f2198e2ac343431f
36970,37612,943,424,4,40,Paint,15.75,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,2.0,31.5,31.5,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,ac050b409b04dded6cc20c7c510aa311f809be12147d070e3e52e4f01e22d5a3
36971,37612,943,424,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,1d7a8895c4f89c5b6a4cdf57faf89896b2828990b76bd2751ae0aa01515ee060
36972,37612,943,424,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.0,49.0,49.0,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,37ba72f991a0926dab36168efba52bd471b912866b42c6be059eb772b86e73a5
36973,37613,945,48,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.1,92.25,92.25,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,e065f7c1addd4873e074925d5f45b0c218f3e94cf929d9c03f67bed7d127fb1e
36974,37613,945,48,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,0d3f6caa53f16c080f000677ee6fde8fbf69c5a30ad4ee917d8fac0adc35e077
36975,37614,947,450,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.1,92.25,92.25,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,0400f1480c2f77941ae1dd1dcbb53a95a7d8e4126f6d566047515567fe64cefc
36976,37614,947,450,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.5,87.5,87.5,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,b48e33c3b53acd74d7f65b3dc1327a05fed21d26425f0f7a9591096adae8528a
36977,37614,947,450,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,5c3e9d12bb13382ff2372501ea655122beddbc1e09be1ff314c3aa57cb6c9edd
36978,37615,949,307,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,60a9df32aebeb7de4a0823f63de074d3bfd7759103ca21a451faa70c8ccb71d7
36979,37616,950,306,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,4a9a232a933e137eb48f5a2acf459f36cdb8ecd0a5ba4ba5147138da5b87b877
36980,37617,951,305,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,b95a32ca2ac9d8e992dfd7be1732c4a2cc0323fe3098ce9317a84a67070ba395
36981,37618,994,427,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,15edaa7ba4e9328b9f4484a987a46aa245bfaa4a07dbcb4f609af3a26eaadaa1
36982,37619,995,426,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,6b7da140407e861c9d3e5f87704e300afda0aa7c3092a423653600007ec32d57
36983,37620,996,425,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,224647afee748b9b113f00c9db2ae14e3f7ea21dba66afd7aca264c67b76e268
36984,37635,802,3,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.1,92.25,92.25,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,777771e64e2196036fcb06ccb57acb4ea0f0ef710778424b9def31f0e95f9b52
36985,37635,802,3,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,66d2e4d41aabe475c02ce147a96b19d4f08f42f625edc1cb46518d462c69fcd9
36986,37636,803,2,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.1,92.25,92.25,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,080b54df66ebcb8da12524271f88a73699ff62dff4cc14ad9ef628fdd3d4eda0
36987,37636,803,2,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,30ed691791b1229e566a9e1d1d6b1c790115b59dc338b93b7c6560a214cdf6ac
36988,37637,804,1,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,4.1,92.25,92.25,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,6ca8dd69e7e2007dd775fb48cb5a26eb1d5642677c8b711984b11c3285124630
36989,37637,804,1,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-13,2013-06-24,2013-06-18,2013-06-24,3.0,36.75,36.75,2013-06-24,,,True,2006-06-23,9999-12-31 00:00:00,93f55d201cbce948713b77fd90e3f4438e9959b40552f02d52bbf042f109abcd
36990,37642,779,19,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,b2136c91f343a3e09a8b7c3d0d8af0f7b75b542651b35d66fec7c8c35ca4bdd5
36991,37643,780,20,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,e09ee67c8508932b5c2e4ed27866df9bb8d6bb99cc7b66d36d0e139692f14013
36992,37644,782,22,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,97e3b8df4b88f2afcbe238f9f877ab911f99cb40c6302ee6020640fcfba70116
36993,37645,783,23,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,1355674526fb16d4bdda642fec051dd8f247d662d0fd551f9830ce9ac83e8740
