SALESORDERDETAILKEY,SALESORDERID,SALESORDERDETAILID,CARRIERTRACKINGNUMBER,ORDERQTY,PRODUCTKEY,SPECIALOFFERKEY,SALESORDERHEADERKEY,UNITPRICE,UNITPRICEDISCOUNT,LINETOTAL,TOTALORDERQTYPERORDER,TOTALLINETOTALPERORDER,PRODUCTRANKINORDER,DETAILMODIFIEDDATE,ISCURRENT
69189,51123,36643,E412-45DF-AE,4,327,6,8049,1020.59,0.0,4082.38,323,93397.65,7,2013-05-30,True
69190,51123,36625,E412-45DF-AE,4,329,6,8049,1020.59,0.0,4082.38,323,93397.65,7,2013-05-30,True
69191,51123,36610,E412-45DF-AE,4,363,6,8049,858.9,0.0,3435.6,323,93397.65,9,2013-05-30,True
69192,51123,36628,E412-45DF-AE,5,337,6,8049,672.29,0.0,3361.47,323,93397.65,10,2013-05-30,True
69193,51123,36607,E412-45DF-AE,9,354,6,8049,323.99,0.0,2915.95,323,93397.65,11,2013-05-30,True
69194,51123,36622,E412-45DF-AE,8,369,6,8049,356.9,0.0,2855.18,323,93397.65,12,2013-05-30,True
69195,51123,36648,E412-45DF-AE,3,358,6,8049,858.9,0.0,2576.7,323,93397.65,13,2013-05-30,True
69196,51123,36613,E412-45DF-AE,3,365,6,8049,858.9,0.0,2576.7,323,93397.65,13,2013-05-30,True
69197,51123,36606,E412-45DF-AE,5,371,6,8049,356.9,0.0,1784.49,323,93397.65,15,2013-05-30,True
69198,51123,36626,E412-45DF-AE,5,368,6,8049,356.9,0.0,1784.49,323,93397.65,15,2013-05-30,True
69199,51123,36598,E412-45DF-AE,2,359,6,8049,858.9,0.0,1717.8,323,93397.65,17,2013-05-30,True
69200,51123,36601,E412-45DF-AE,2,339,6,8049,672.29,0.0,1344.59,323,93397.65,18,2013-05-30,True
69201,51123,36634,E412-45DF-AE,2,338,6,8049,672.29,0.0,1344.59,323,93397.65,18,2013-05-30,True
69202,51123,36640,E412-45DF-AE,4,355,6,8049,323.99,0.0,1295.98,323,93397.65,20,2013-05-30,True
69203,51123,36600,E412-45DF-AE,3,372,6,8049,356.9,0.0,1070.69,323,93397.65,21,2013-05-30,True
69204,51123,36620,E412-45DF-AE,3,352,6,8049,323.99,0.0,971.98,323,93397.65,22,2013-05-30,True
69205,51123,36642,E412-45DF-AE,4,387,6,8049,202.33,0.0,809.33,323,93397.65,23,2013-05-30,True
69206,51123,36619,E412-45DF-AE,3,388,6,8049,202.33,0.0,607.0,323,93397.65,24,2013-05-30,True
69207,51123,36636,E412-45DF-AE,15,392,15,8049,29.69,0.05,423.15,323,93397.65,25,2013-05-30,True
69208,51123,36615,E412-45DF-AE,2,377,6,8049,202.33,0.0,404.66,323,93397.65,26,2013-05-30,True
69209,51123,36603,E412-45DF-AE,2,379,6,8049,202.33,0.0,404.66,323,93397.65,26,2013-05-30,True
69210,51123,36631,E412-45DF-AE,13,391,16,8049,31.31,0.02,398.94,323,93397.65,28,2013-05-30,True
69211,51123,36630,E412-45DF-AE,12,465,16,8049,31.89,0.02,375.08,323,93397.65,29,2013-05-30,True
69212,51123,36637,E412-45DF-AE,13,394,16,8049,28.99,0.02,369.39,323,93397.65,30,2013-05-30,True
69213,51123,36639,E412-45DF-AE,5,308,6,8049,72.0,0.0,360.0,323,93397.65,31,2013-05-30,True
69214,51123,36635,E412-45DF-AE,9,50,6,8049,38.1,0.0,342.9,323,93397.65,32,2013-05-30,True
69215,51123,36633,E412-45DF-AE,12,395,16,8049,28.99,0.02,340.97,323,93397.65,33,2013-05-30,True
69216,51123,36616,E412-45DF-AE,11,396,16,8049,28.99,0.02,312.56,323,93397.65,34,2013-05-30,True
69217,51123,36641,E412-45DF-AE,8,49,6,8049,38.1,0.0,304.8,323,93397.65,35,2013-05-30,True
69218,51123,36597,E412-45DF-AE,3,449,6,8049,72.16,0.0,216.49,323,93397.65,36,2013-05-30,True
69219,51123,36629,E412-45DF-AE,12,309,4,8049,15.75,0.15,160.6,323,93397.65,37,2013-05-30,True
69220,51123,36609,E412-45DF-AE,3,5,6,8049,48.59,0.0,145.78,323,93397.65,38,2013-05-30,True
69221,51123,36617,E412-45DF-AE,9,431,6,8049,14.69,0.0,132.25,323,93397.65,39,2013-05-30,True
69222,51123,36638,E412-45DF-AE,4,389,6,8049,32.39,0.0,129.58,323,93397.65,40,2013-05-30,True
69223,51123,36605,E412-45DF-AE,3,435,6,8049,31.58,0.0,94.75,323,93397.65,41,2013-05-30,True
69224,51123,36612,E412-45DF-AE,7,311,4,8049,15.75,0.15,93.69,323,93397.65,42,2013-05-30,True
69225,51123,36632,E412-45DF-AE,6,310,4,8049,15.75,0.15,80.3,323,93397.65,43,2013-05-30,True
69226,51123,36649,E412-45DF-AE,5,432,6,8049,14.69,0.0,73.47,323,93397.65,44,2013-05-30,True
69227,51123,36604,E412-45DF-AE,12,43,16,8049,5.21,0.02,61.32,323,93397.65,45,2013-05-30,True
69228,51123,36599,E412-45DF-AE,8,548,6,8049,4.77,0.0,38.16,323,93397.65,46,2013-05-30,True
69229,51123,36627,E412-45DF-AE,1,8,6,8049,37.25,0.0,37.25,323,93397.65,47,2013-05-30,True
69230,51123,36618,E412-45DF-AE,12,445,16,8049,2.89,0.02,34.04,323,93397.65,48,2013-05-30,True
69231,51123,36646,E412-45DF-AE,6,489,6,8049,5.39,0.0,32.36,323,93397.65,49,2013-05-30,True
69232,51123,36644,E412-45DF-AE,5,488,6,8049,5.39,0.0,26.97,323,93397.65,50,2013-05-30,True
69233,51123,36645,E412-45DF-AE,1,10,6,8049,24.29,0.0,24.29,323,93397.65,51,2013-05-30,True
69234,51123,36623,E412-45DF-AE,1,433,6,8049,14.69,0.0,14.69,323,93397.65,52,2013-05-30,True
69235,51123,36611,E412-45DF-AE,7,504,6,8049,1.37,0.0,9.62,323,93397.65,53,2013-05-30,True
69236,63467,84229,,1,494,6,24950,35.0,0.0,35.0,4,54.97,1,2014-01-02,True
69237,63467,84231,,1,443,6,24950,9.99,0.0,9.99,4,54.97,2,2014-01-02,True
69238,63467,84228,,1,501,6,24950,4.99,0.0,4.99,4,54.97,3,2014-01-02,True
69239,63467,84230,,1,445,6,24950,4.99,0.0,4.99,4,54.97,3,2014-01-02,True
69240,74213,119256,,1,502,6,35710,4.99,0.0,4.99,2,7.28,1,2014-06-01,True
69241,74213,119257,,1,504,6,35710,2.29,0.0,2.29,2,7.28,2,2014-06-01,True
69242,66900,94439,,1,498,6,28444,24.99,0.0,24.99,3,32.27,1,2014-02-23,True
69243,66900,94440,,1,501,6,28444,4.99,0.0,4.99,3,32.27,2,2014-02-23,True
69244,66900,94441,,1,504,16,28444,2.29,0.0,2.29,3,32.27,3,2014-02-23,True
69245,69776,105550,,1,318,6,31263,2443.35,0.0,2443.35,1,2443.35,1,2014-04-02,True
69246,58032,65291,,1,309,6,17765,34.99,0.0,34.99,2,38.98,1,2013-10-15,True
69247,58032,65290,,1,503,6,17765,3.99,0.0,3.99,2,38.98,2,2013-10-15,True
69248,58074,65391,,1,463,6,17811,159.0,0.0,159.0,2,166.95,1,2013-10-16,True
69249,58074,65390,,1,548,6,17811,7.95,0.0,7.95,2,166.95,2,2013-10-16,True
69250,56538,59231,,1,354,6,16216,539.99,0.0,539.99,4,628.97,1,2013-09-20,True
69251,56538,59233,,1,50,6,16216,63.5,0.0,63.5,4,628.97,2,2013-09-20,True
69252,56538,59234,,1,500,6,16216,21.49,0.0,21.49,4,628.97,3,2013-09-20,True
69253,56538,59232,,1,503,6,16216,3.99,0.0,3.99,4,628.97,4,2013-09-20,True
69254,61434,77525,,1,43,6,22978,8.99,0.0,8.99,2,13.98,1,2013-12-03,True
69255,61434,77524,,1,445,6,22978,4.99,0.0,4.99,2,13.98,2,2013-12-03,True
69256,55399,56372,,1,32,6,15127,769.49,0.0,769.49,3,804.47,1,2013-08-31,True
69257,55399,56374,,1,496,6,15127,29.99,0.0,29.99,3,804.47,2,2013-08-31,True
69258,55399,56373,,1,501,6,15127,4.99,0.0,4.99,3,804.47,3,2013-08-31,True
69259,58932,68295,CE5B-4A8C-96,13,510,16,18787,1382.76,0.02,17616.37,244,71891.32,1,2013-10-30,True
69260,58932,68304,CE5B-4A8C-96,8,506,6,18787,1430.44,0.0,11443.54,244,71891.32,2,2013-10-30,True
69261,58932,68299,CE5B-4A8C-96,6,513,6,18787,1430.44,0.0,8582.65,244,71891.32,3,2013-10-30,True
69262,58932,68279,CE5B-4A8C-96,8,514,6,18787,728.91,0.0,5831.28,244,71891.32,4,2013-10-30,True
69263,58932,68268,CE5B-4A8C-96,3,509,6,18787,1430.44,0.0,4291.33,244,71891.32,5,2013-10-30,True
69264,58932,68294,CE5B-4A8C-96,4,515,6,18787,728.91,0.0,2915.64,244,71891.32,6,2013-10-30,True
69265,58932,68285,CE5B-4A8C-96,2,507,6,18787,1430.44,0.0,2860.88,244,71891.32,7,2013-10-30,True
69266,58932,68284,CE5B-4A8C-96,6,524,6,18787,445.41,0.0,2672.46,244,71891.32,8,2013-10-30,True
69267,58932,68281,CE5B-4A8C-96,4,535,6,18787,602.35,0.0,2409.38,244,71891.32,9,2013-10-30,True
69268,58932,68290,CE5B-4A8C-96,2,517,6,18787,728.91,0.0,1457.82,244,71891.32,10,2013-10-30,True
69269,58932,68269,CE5B-4A8C-96,1,512,6,18787,1430.44,0.0,1430.44,244,71891.32,11,2013-10-30,True
69270,58932,68271,CE5B-4A8C-96,3,520,6,18787,445.41,0.0,1336.23,244,71891.32,12,2013-10-30,True
69271,58932,68305,CE5B-4A8C-96,2,536,6,18787,602.35,0.0,1204.69,244,71891.32,13,2013-10-30,True
69272,58932,68300,CE5B-4A8C-96,2,523,6,18787,445.41,0.0,890.82,244,71891.32,14,2013-10-30,True
69273,58932,68302,CE5B-4A8C-96,2,518,6,18787,445.41,0.0,890.82,244,71891.32,14,2013-10-30,True
69274,58932,68301,CE5B-4A8C-96,12,308,16,18787,69.6,0.02,818.5,244,71891.32,16,2013-10-30,True
69275,58932,68266,CE5B-4A8C-96,3,538,6,18787,200.05,0.0,600.16,244,71891.32,17,2013-10-30,True
69276,58932,68303,CE5B-4A8C-96,1,527,6,18787,445.41,0.0,445.41,244,71891.32,18,2013-10-30,True
69277,58932,68296,CE5B-4A8C-96,12,49,16,18787,36.83,0.02,433.12,244,71891.32,19,2013-10-30,True
69278,58932,68267,CE5B-4A8C-96,2,543,6,18787,200.05,0.0,400.1,244,71891.32,20,2013-10-30,True
69279,58932,68289,CE5B-4A8C-96,10,465,6,18787,32.99,0.0,329.94,244,71891.32,21,2013-10-30,True
69280,58932,68297,CE5B-4A8C-96,17,310,15,18787,19.24,0.05,310.8,244,71891.32,22,2013-10-30,True
69281,58932,68280,CE5B-4A8C-96,8,50,6,18787,38.1,0.0,304.8,244,71891.32,23,2013-10-30,True
69282,58932,68306,CE5B-4A8C-96,14,309,16,18787,20.29,0.02,278.44,244,71891.32,24,2013-10-30,True
69283,58932,68292,CE5B-4A8C-96,8,389,6,18787,32.39,0.0,259.15,244,71891.32,25,2013-10-30,True
69284,58932,68293,CE5B-4A8C-96,8,391,6,18787,32.39,0.0,259.15,244,71891.32,25,2013-10-30,True
69285,58932,68272,CE5B-4A8C-96,12,311,16,18787,20.29,0.02,238.66,244,71891.32,27,2013-10-30,True
69286,58932,68282,CE5B-4A8C-96,7,392,6,18787,32.39,0.0,226.76,244,71891.32,28,2013-10-30,True
69287,58932,68270,CE5B-4A8C-96,1,542,6,18787,200.05,0.0,200.05,244,71891.32,29,2013-10-30,True
69288,58932,68274,CE5B-4A8C-96,1,546,6,18787,200.05,0.0,200.05,244,71891.32,29,2013-10-30,True
69289,58932,68298,CE5B-4A8C-96,6,395,6,18787,29.99,0.0,179.96,244,71891.32,31,2013-10-30,True
69290,58932,68291,CE5B-4A8C-96,9,431,6,18787,14.69,0.0,132.25,244,71891.32,32,2013-10-30,True
69291,58932,68275,CE5B-4A8C-96,4,394,6,18787,29.99,0.0,119.98,244,71891.32,33,2013-10-30,True
69292,58932,68276,CE5B-4A8C-96,3,396,6,18787,29.99,0.0,89.98,244,71891.32,34,2013-10-30,True
69293,58932,68277,CE5B-4A8C-96,11,43,16,18787,5.21,0.02,56.21,244,71891.32,35,2013-10-30,True
69294,58932,68278,CE5B-4A8C-96,10,548,6,18787,4.77,0.0,47.7,244,71891.32,36,2013-10-30,True
69295,58932,68287,CE5B-4A8C-96,1,436,6,18787,31.58,0.0,31.58,244,71891.32,37,2013-10-30,True
69296,58932,68283,CE5B-4A8C-96,10,445,6,18787,2.99,0.0,29.94,244,71891.32,38,2013-10-30,True
69297,58932,68288,CE5B-4A8C-96,2,433,6,18787,14.69,0.0,29.39,244,71891.32,39,2013-10-30,True
69298,58932,68286,CE5B-4A8C-96,2,432,6,18787,14.69,0.0,29.39,244,71891.32,39,2013-10-30,True
69299,58932,68273,CE5B-4A8C-96,4,504,6,18787,1.37,0.0,5.5,244,71891.32,41,2013-10-30,True
69300,59330,71138,,1,338,6,19012,1120.49,0.0,1120.49,2,1155.48,1,2013-11-02,True
69301,59330,71139,,1,309,6,19012,34.99,0.0,34.99,2,1155.48,2,2013-11-02,True
69302,65770,91673,,1,311,6,27306,34.99,0.0,34.99,3,68.97,1,2014-02-05,True
69303,65770,91671,,1,497,6,27306,28.99,0.0,28.99,3,68.97,2,2014-02-05,True
69304,65770,91672,,1,502,6,27306,4.99,0.0,4.99,3,68.97,3,2014-02-05,True
69305,44665,4039,,1,344,6,1534,699.1,0.0,699.1,1,699.1,1,2011-10-15,True
69306,70263,106780,,1,502,6,31795,4.99,0.0,4.99,1,4.99,1,2014-04-09,True
69307,54184,51857,,1,353,6,13870,539.99,0.0,539.99,1,539.99,1,2013-08-10,True
69308,63501,84324,,1,463,6,25044,159.0,0.0,159.0,2,161.29,1,2014-01-03,True
69309,63501,84323,,1,504,6,25044,2.29,0.0,2.29,2,161.29,2,2014-01-03,True
69310,48088,22191,AFC3-42C6-85,3,20,6,4907,1242.85,0.0,3728.56,12,11173.7,1,2012-09-30,True
69311,48088,22190,AFC3-42C6-85,3,23,6,4907,1229.46,0.0,3688.38,12,11173.7,2,2012-09-30,True
69312,48088,22193,AFC3-42C6-85,3,22,6,4907,1229.46,0.0,3688.38,12,11173.7,2,2012-09-30,True
69313,48088,22192,AFC3-42C6-85,3,430,6,4907,22.79,0.0,68.38,12,11173.7,4,2012-09-30,True
69314,48615,24390,,1,338,6,5500,1000.44,0.0,1000.44,1,1000.44,1,2012-11-18,True
69315,44709,4083,,1,313,6,1578,3578.27,0.0,3578.27,1,3578.27,1,2011-10-24,True
69316,73659,117865,,1,22,6,35196,2294.99,0.0,2294.99,3,2309.97,1,2014-05-24,True
69317,73659,117866,,1,443,6,35196,9.99,0.0,9.99,3,2309.97,2,2014-05-24,True
69318,73659,117867,,1,445,6,35196,4.99,0.0,4.99,3,2309.97,3,2014-05-24,True
69319,66023,92286,,1,311,6,27568,34.99,0.0,34.99,4,89.46,1,2014-02-09,True
69320,66023,92284,,1,498,6,27568,24.99,0.0,24.99,4,89.46,2,2014-02-09,True
69321,66023,92287,,1,432,6,27568,24.49,0.0,24.49,4,89.46,3,2014-02-09,True
69322,66023,92285,,1,501,6,27568,4.99,0.0,4.99,4,89.46,4,2014-02-09,True
69323,72828,115815,,1,353,6,34309,539.99,0.0,539.99,3,570.47,1,2014-05-13,True
69324,72828,115816,,1,500,6,34309,21.49,0.0,21.49,3,570.47,2,2014-05-13,True
69325,72828,115817,,1,43,6,34309,8.99,0.0,8.99,3,570.47,3,2014-05-13,True
69326,65100,88292,,1,392,6,26647,53.99,0.0,53.99,1,53.99,1,2014-01-28,True
69327,49600,28934,,1,339,6,6476,1000.44,0.0,1000.44,1,1000.44,1,2013-02-02,True
69328,45391,6629,,1,315,6,2263,3578.27,0.0,3578.27,1,3578.27,1,2012-01-07,True
69329,67848,98328,,1,20,6,29399,2319.99,0.0,2319.99,4,2388.96,1,2014-03-08,True
69330,67848,98331,,1,390,6,29399,53.99,0.0,53.99,4,2388.96,2,2014-03-08,True
69331,67848,98330,,1,443,6,29399,9.99,0.0,9.99,4,2388.96,3,2014-03-08,True
69332,67848,98329,,1,445,6,29399,4.99,0.0,4.99,4,2388.96,4,2014-03-08,True
69333,58185,65666,,1,513,6,17861,2384.07,0.0,2384.07,4,2433.04,1,2013-10-17,True
69334,58185,65669,,1,310,6,17861,34.99,0.0,34.99,4,2433.04,2,2013-10-17,True
69335,58185,65667,,1,444,6,17861,8.99,0.0,8.99,4,2433.04,3,2013-10-17,True
69336,58185,65668,,1,445,6,17861,4.99,0.0,4.99,4,2433.04,4,2013-10-17,True
69337,62612,80445,,1,312,6,24101,21.98,0.0,21.98,2,29.93,1,2013-12-22,True
69338,62612,80446,,1,548,6,24101,7.95,0.0,7.95,2,29.93,2,2013-12-22,True
69339,64249,86181,,1,318,6,25791,2443.35,0.0,2443.35,4,2533.93,1,2014-01-15,True
69340,64249,86184,,1,391,6,25791,53.99,0.0,53.99,4,2533.93,2,2014-01-15,True
69341,64249,86183,,1,495,6,25791,32.6,0.0,32.6,4,2533.93,3,2014-01-15,True
69342,64249,86182,,1,503,6,25791,3.99,0.0,3.99,4,2533.93,4,2014-01-15,True
69343,61738,78296,,1,498,6,23271,24.99,0.0,24.99,1,24.99,1,2013-12-08,True
69344,73622,117766,,1,511,6,35100,2384.07,0.0,2384.07,3,2398.05,1,2014-05-23,True
69345,73622,117768,,1,444,6,35100,8.99,0.0,8.99,3,2398.05,2,2014-05-23,True
69346,73622,117767,,1,445,6,35100,4.99,0.0,4.99,3,2398.05,3,2014-05-23,True
69347,49818,29152,,1,324,6,6685,2181.56,0.0,2181.56,1,2181.56,1,2013-02-27,True
69348,72969,116170,,1,23,6,34481,2294.99,0.0,2294.99,5,2340.94,1,2014-05-15,True
69349,72969,116171,,1,312,6,34481,21.98,0.0,21.98,5,2340.94,2,2014-05-15,True
69350,72969,116172,,1,443,6,34481,9.99,0.0,9.99,5,2340.94,3,2014-05-15,True
69351,72969,116174,,1,43,6,34481,8.99,0.0,8.99,5,2340.94,4,2014-05-15,True
69352,72969,116173,,1,445,6,34481,4.99,0.0,4.99,5,2340.94,5,2014-05-15,True
69353,55406,56386,,1,495,6,15153,32.6,0.0,32.6,2,36.59,1,2013-08-31,True
69354,55406,56387,,1,503,6,15153,3.99,0.0,3.99,2,36.59,2,2013-08-31,True
69355,46173,9484,,1,313,6,3047,3578.27,0.0,3578.27,1,3578.27,1,2012-04-07,True
69356,48262,22419,,1,337,6,5128,1000.44,0.0,1000.44,1,1000.44,1,2012-10-26,True
69357,74109,119003,,1,23,6,35649,2294.99,0.0,2294.99,3,2359.97,1,2014-05-30,True
69358,74109,119005,,1,465,6,35649,54.99,0.0,54.99,3,2359.97,2,2014-05-30,True
69359,74109,119004,,1,443,6,35649,9.99,0.0,9.99,3,2359.97,3,2014-05-30,True
69360,51415,38410,,1,31,6,8291,769.49,0.0,769.49,4,917.96,1,2013-06-13,True
69361,51415,38411,,1,458,6,8291,69.99,0.0,69.99,4,917.96,2,2013-06-13,True
69362,51415,38412,,1,392,6,8291,53.99,0.0,53.99,4,917.96,3,2013-06-13,True
69363,51415,38413,,1,431,6,8291,24.49,0.0,24.49,4,917.96,4,2013-06-13,True
69364,59466,71475,,1,527,6,19168,742.35,0.0,742.35,1,742.35,1,2013-11-04,True
69365,72891,115966,,1,496,6,34450,29.99,0.0,29.99,4,49.96,1,2014-05-14,True
69366,72891,115967,,1,443,6,34450,9.99,0.0,9.99,4,49.96,2,2014-05-14,True
69367,72891,115965,,1,501,6,34450,4.99,0.0,4.99,4,49.96,3,2014-05-14,True
69368,72891,115968,,1,445,6,34450,4.99,0.0,4.99,4,49.96,3,2014-05-14,True
69369,65843,91854,,1,494,6,27330,35.0,0.0,35.0,4,70.96,1,2014-02-06,True
69370,65843,91855,,1,312,6,27330,21.98,0.0,21.98,4,70.96,2,2014-02-06,True
69371,65843,91856,,1,43,6,27330,8.99,0.0,8.99,4,70.96,3,2014-02-06,True
69372,65843,91853,,1,501,6,27330,4.99,0.0,4.99,4,70.96,4,2014-02-06,True
69373,53605,50092,6D2A-486B-AC,11,513,16,13199,1382.76,0.02,14906.16,101,66871.84,1,2013-07-31,True
69374,53605,50094,6D2A-486B-AC,9,510,6,13199,1430.44,0.0,12873.98,101,66871.84,2,2013-07-31,True
69375,53605,50080,6D2A-486B-AC,12,515,16,13199,704.61,0.02,8286.25,101,66871.84,3,2013-07-31,True
69376,53605,50083,6D2A-486B-AC,7,509,10,13199,953.63,0.2,5340.32,101,66871.84,4,2013-07-31,True
69377,53605,50082,6D2A-486B-AC,6,506,10,13199,953.63,0.2,4577.41,101,66871.84,5,2013-07-31,True
69378,53605,50079,6D2A-486B-AC,9,524,11,13199,334.06,0.15,2555.54,101,66871.84,6,2013-07-31,True
69379,53605,50093,6D2A-486B-AC,3,514,6,13199,728.91,0.0,2186.73,101,66871.84,7,2013-07-31,True
69380,53605,50095,6D2A-486B-AC,3,534,6,13199,602.35,0.0,1807.04,101,66871.84,8,2013-07-31,True
69381,53605,50078,6D2A-486B-AC,8,547,6,13199,200.05,0.0,1600.42,101,66871.84,9,2013-07-31,True
69382,53605,50076,6D2A-486B-AC,2,507,10,13199,953.63,0.2,1525.8,101,66871.84,10,2013-07-31,True
69383,53605,50072,6D2A-486B-AC,2,517,6,13199,728.91,0.0,1457.82,101,66871.84,11,2013-07-31,True
69384,53605,50096,6D2A-486B-AC,2,532,6,13199,602.35,0.0,1204.69,101,66871.84,12,2013-07-31,True
69385,53605,50090,6D2A-486B-AC,2,536,6,13199,602.35,0.0,1204.69,101,66871.84,12,2013-07-31,True
69386,53605,50089,6D2A-486B-AC,2,535,6,13199,602.35,0.0,1204.69,101,66871.84,12,2013-07-31,True
69387,53605,50074,6D2A-486B-AC,2,537,6,13199,602.35,0.0,1204.69,101,66871.84,12,2013-07-31,True
69388,53605,50091,6D2A-486B-AC,4,527,11,13199,334.06,0.15,1135.8,101,66871.84,16,2013-07-31,True
69389,53605,50075,6D2A-486B-AC,3,523,11,13199,334.06,0.15,851.85,101,66871.84,17,2013-07-31,True
69390,53605,50098,6D2A-486B-AC,1,531,6,13199,602.35,0.0,602.35,101,66871.84,18,2013-07-31,True
69391,53605,50077,6D2A-486B-AC,1,533,6,13199,602.35,0.0,602.35,101,66871.84,18,2013-07-31,True
69392,53605,50088,6D2A-486B-AC,2,522,11,13199,334.06,0.15,567.9,101,66871.84,20,2013-07-31,True
69393,53605,50086,6D2A-486B-AC,2,543,6,13199,200.05,0.0,400.1,101,66871.84,21,2013-07-31,True
69394,53605,50087,6D2A-486B-AC,1,538,6,13199,200.05,0.0,200.05,101,66871.84,22,2013-07-31,True
69395,53605,50085,6D2A-486B-AC,1,539,6,13199,200.05,0.0,200.05,101,66871.84,22,2013-07-31,True
69396,53605,50084,6D2A-486B-AC,1,540,6,13199,200.05,0.0,200.05,101,66871.84,22,2013-07-31,True
69397,53605,50099,6D2A-486B-AC,2,453,6,13199,27.65,0.0,55.31,101,66871.84,25,2013-07-31,True
69398,53605,50073,6D2A-486B-AC,1,450,6,13199,54.94,0.0,54.94,101,66871.84,26,2013-07-31,True
69399,53605,50097,6D2A-486B-AC,1,6,6,13199,48.59,0.0,48.59,101,66871.84,27,2013-07-31,True
69400,53605,50081,6D2A-486B-AC,1,442,6,13199,16.27,0.0,16.27,101,66871.84,28,2013-07-31,True
69401,45212,5663,,1,316,6,2081,3578.27,0.0,3578.27,1,3578.27,1,2011-12-22,True
69402,66594,93681,,1,311,6,28144,34.99,0.0,34.99,3,49.97,1,2014-02-18,True
69403,66594,93679,,1,443,6,28144,9.99,0.0,9.99,3,49.97,2,2014-02-18,True
69404,66594,93680,,1,445,6,28144,4.99,0.0,4.99,3,49.97,3,2014-02-18,True
69405,74348,119554,,1,496,6,35877,29.99,0.0,29.99,2,34.98,1,2014-06-06,True
69406,74348,119553,,1,501,6,35877,4.99,0.0,4.99,2,34.98,2,2014-06-06,True
69407,60110,73088,,1,353,6,21591,539.99,0.0,539.99,3,565.47,1,2013-11-13,True
69408,60110,73089,,1,500,6,21591,21.49,0.0,21.49,3,565.47,2,2013-11-13,True
69409,60110,73090,,1,503,6,21591,3.99,0.0,3.99,3,565.47,3,2013-11-13,True
69410,72214,114212,,1,310,6,33777,34.99,0.0,34.99,2,39.98,1,2014-05-05,True
69411,72214,114211,,1,501,6,33777,4.99,0.0,4.99,2,39.98,2,2014-05-05,True
69412,50315,33108,EDB3-4074-A9,4,321,6,7135,1466.01,0.0,5864.04,34,18868.83,1,2013-03-30,True
69413,50315,33115,EDB3-4074-A9,6,344,6,7135,469.79,0.0,2818.76,34,18868.83,2,2013-03-30,True
69414,50315,33118,EDB3-4074-A9,2,324,6,7135,1308.94,0.0,2617.88,34,18868.83,3,2013-03-30,True
69415,50315,33109,EDB3-4074-A9,1,322,6,7135,1466.01,0.0,1466.01,34,18868.83,4,2013-03-30,True
69416,50315,33106,EDB3-4074-A9,3,371,6,7135,324.45,0.0,973.36,34,18868.83,5,2013-03-30,True
69417,50315,33110,EDB3-4074-A9,4,473,6,7135,198.04,0.0,792.14,34,18868.83,6,2013-03-30,True
69418,50315,33112,EDB3-4074-A9,1,359,6,7135,780.82,0.0,780.82,34,18868.83,7,2013-03-30,True
69419,50315,33113,EDB3-4074-A9,1,364,6,7135,780.82,0.0,780.82,34,18868.83,7,2013-03-30,True
69420,50315,33114,EDB3-4074-A9,1,363,6,7135,780.82,0.0,780.82,34,18868.83,7,2013-03-30,True
69421,50315,33117,EDB3-4074-A9,1,339,6,7135,600.26,0.0,600.26,34,18868.83,10,2013-03-30,True
69422,50315,33116,EDB3-4074-A9,4,477,6,7135,149.03,0.0,596.12,34,18868.83,11,2013-03-30,True
69423,50315,33107,EDB3-4074-A9,1,342,6,7135,469.79,0.0,469.79,34,18868.83,12,2013-03-30,True
69424,50315,33111,EDB3-4074-A9,5,449,6,7135,65.6,0.0,328.01,34,18868.83,13,2013-03-30,True
69425,53110,45897,,1,311,6,12809,34.99,0.0,34.99,2,38.98,1,2013-07-24,True
69426,53110,45896,,1,503,6,12809,3.99,0.0,3.99,2,38.98,2,2013-07-24,True
69427,50347,33228,,1,21,6,7221,2071.42,0.0,2071.42,1,2071.42,1,2013-04-01,True
69428,57582,64196,,1,24,6,17258,2294.99,0.0,2294.99,3,2332.28,1,2013-10-06,True
69429,57582,64197,,1,494,6,17258,35.0,0.0,35.0,3,2332.28,2,2013-10-06,True
69430,57582,64198,,1,504,6,17258,2.29,0.0,2.29,3,2332.28,3,2013-10-06,True
69431,66834,94273,,1,458,6,28367,69.99,0.0,69.99,2,78.98,1,2014-02-22,True
69432,66834,94272,,1,43,6,28367,8.99,0.0,8.99,2,78.98,2,2014-02-22,True
69433,50171,30880,,1,318,6,7051,2181.56,0.0,2181.56,1,2181.56,1,2013-03-28,True
69434,57500,63987,,1,457,6,17233,69.99,0.0,69.99,2,119.98,1,2013-10-05,True
69435,57500,63988,,1,396,6,17233,49.99,0.0,49.99,2,119.98,2,2013-10-05,True
69436,67417,97266,,1,511,6,28909,2384.07,0.0,2384.07,2,2419.06,1,2014-03-01,True
69437,67417,97267,,1,309,6,28909,34.99,0.0,34.99,2,2419.06,2,2014-03-01,True
69438,60634,74387,,1,22,6,22190,2294.99,0.0,2294.99,2,2304.98,1,2013-11-22,True
69439,60634,74388,,1,443,6,22190,9.99,0.0,9.99,2,2304.98,2,2013-11-22,True
69440,49751,29085,,1,323,6,6625,2443.35,0.0,2443.35,1,2443.35,1,2013-02-19,True
69441,51889,42953,,1,391,6,11417,53.99,0.0,53.99,2,75.48,1,2013-06-30,True
