PURCHASEORDERHEADERKEY,PURCHASEORDERID,REVISIONNUMBER,STATUS,SHIPMETHODKEY,ORDERDATE,SHIPDATE,SUBTOTAL,TAXAMT,FREIGHT,TOTALDUE,PURCHASEMODIFIEDDATE,ISCURRENT
2723,2191,4,4,4,2014-03-04,2014-03-13,501.2,40.1,12.53,553.82,2014-03-13 00:00:00.000,True
2724,2192,4,4,4,2014-03-04,2014-03-13,125.75,10.06,3.14,138.95,2014-03-13 00:00:00.000,True
2725,2193,4,4,5,2014-03-04,2014-03-13,150.79,12.06,3.77,166.62,2014-03-13 00:00:00.000,True
2726,2194,4,4,5,2014-03-04,2014-03-13,279.78,22.38,6.99,309.16,2014-03-13 00:00:00.000,True
2727,2195,5,4,2,2014-03-04,2014-03-13,8847.3,707.78,221.18,9776.27,2014-03-13 00:00:00.000,True
2728,2196,4,4,5,2014-03-04,2014-03-13,171.08,13.69,4.28,189.04,2014-03-13 00:00:00.000,True
2729,2197,4,4,4,2014-03-04,2014-03-13,20397.3,1631.78,509.93,22539.02,2014-03-13 00:00:00.000,True
2730,2198,4,4,3,2014-03-04,2014-03-13,14628.08,1170.25,365.7,16164.02,2014-03-13 00:00:00.000,True
2731,2199,4,4,3,2014-03-04,2014-03-13,58685.55,4694.84,1467.14,64847.53,2014-03-13 00:00:00.000,True
2732,2200,4,4,4,2014-03-04,2014-03-13,358.16,28.65,8.95,395.76,2014-03-13 00:00:00.000,True
2733,2201,4,4,4,2014-03-05,2014-03-14,501.2,40.1,12.53,553.82,2014-03-14 00:00:00.000,True
2734,2202,4,4,5,2014-03-05,2014-03-14,270.81,21.66,6.77,299.24,2014-03-14 00:00:00.000,True
2735,2203,4,4,4,2014-03-05,2014-03-14,371.23,29.7,9.28,410.21,2014-03-14 00:00:00.000,True
2736,2204,4,3,5,2014-03-05,2014-03-14,34644.23,2771.54,866.11,38281.87,2014-03-14 00:00:00.000,True
2737,2205,4,4,4,2014-03-05,2014-03-14,1839.51,147.16,45.99,2032.65,2014-03-14 00:00:00.000,True
2738,2206,4,4,5,2014-03-05,2014-03-14,146.29,11.7,3.66,161.65,2014-03-14 00:00:00.000,True
2739,2207,4,4,5,2014-03-05,2014-03-14,102.56,8.21,2.56,113.33,2014-03-14 00:00:00.000,True
2740,2208,4,4,5,2014-03-05,2014-03-14,150.79,12.06,3.77,166.62,2014-03-14 00:00:00.000,True
2741,2209,4,4,5,2014-03-05,2014-03-14,13669.43,1093.55,341.74,15104.71,2014-03-14 00:00:00.000,True
2742,2210,4,4,5,2014-03-05,2014-03-14,9637.11,770.97,240.93,10649.01,2014-03-14 00:00:00.000,True
2743,2211,4,4,5,2014-03-05,2014-03-14,39258.45,3140.68,981.46,43380.59,2014-03-14 00:00:00.000,True
2744,2212,4,4,1,2014-03-05,2014-03-14,551.88,44.15,13.8,609.83,2014-03-14 00:00:00.000,True
2745,2213,4,4,1,2014-03-05,2014-03-14,3176.25,254.1,79.41,3509.76,2014-03-14 00:00:00.000,True
2746,2214,4,4,2,2014-03-05,2014-03-14,28072.28,2245.78,701.81,31019.86,2014-03-14 00:00:00.000,True
2747,2215,4,4,1,2014-03-05,2014-03-14,37312.28,2984.98,932.81,41230.06,2014-03-14 00:00:00.000,True
2748,2216,4,4,1,2014-03-05,2014-03-14,7623.0,609.84,190.58,8423.42,2014-03-14 00:00:00.000,True
2749,2217,4,4,2,2014-03-06,2014-03-15,28297.5,2263.8,707.44,31268.74,2014-03-15 00:00:00.000,True
2750,2218,4,4,2,2014-03-06,2014-03-15,59.94,4.8,1.5,66.24,2014-03-15 00:00:00.000,True
2751,2219,4,4,4,2014-03-06,2014-03-15,567.38,45.39,14.18,626.95,2014-03-15 00:00:00.000,True
2752,2220,4,4,5,2014-03-06,2014-03-15,43878.45,3510.28,1096.96,48485.69,2014-03-15 00:00:00.000,True
2753,2221,4,4,4,2014-03-06,2014-03-15,525.77,42.06,13.14,580.97,2014-03-15 00:00:00.000,True
2754,2222,4,4,2,2014-03-06,2014-03-15,10914.75,873.18,272.87,12060.8,2014-03-15 00:00:00.000,True
2755,2223,4,4,5,2014-03-06,2014-03-15,142.41,11.39,3.56,157.36,2014-03-15 00:00:00.000,True
2756,2224,4,4,2,2014-03-06,2014-03-15,28794.15,2303.53,719.85,31817.54,2014-03-15 00:00:00.000,True
2757,2225,4,4,4,2014-03-06,2014-03-15,51807.35,4144.59,1295.18,57247.12,2014-03-15 00:00:00.000,True
2758,2226,4,4,1,2014-03-06,2014-03-15,1276.28,102.1,31.91,1410.28,2014-03-15 00:00:00.000,True
2759,2227,4,4,1,2014-03-06,2014-03-15,2003.93,160.31,50.1,2214.34,2014-03-15 00:00:00.000,True
2760,2228,4,4,2,2014-03-06,2014-03-15,50860.43,4068.83,1271.51,56200.77,2014-03-15 00:00:00.000,True
2761,2229,4,4,1,2014-03-06,2014-03-15,454.86,36.39,11.37,502.62,2014-03-15 00:00:00.000,True
2762,2230,4,4,5,2014-03-06,2014-03-15,43878.45,3510.28,1096.96,48485.69,2014-03-15 00:00:00.000,True
2763,2231,4,4,2,2014-03-06,2014-03-15,7132.13,570.57,178.3,7881.0,2014-03-15 00:00:00.000,True
2764,2232,4,4,2,2014-03-06,2014-03-15,28343.7,2267.5,708.59,31319.79,2014-03-15 00:00:00.000,True
2765,2233,4,4,4,2014-03-07,2014-03-16,22516.73,1801.34,562.92,24880.98,2014-03-16 00:00:00.000,True
2766,2234,4,4,5,2014-03-07,2014-03-16,34644.23,2771.54,866.11,38281.87,2014-03-16 00:00:00.000,True
2767,2235,4,4,4,2014-03-07,2014-03-16,1151.48,92.12,28.79,1272.39,2014-03-16 00:00:00.000,True
2768,2236,4,4,5,2014-03-07,2014-03-16,143.04,11.44,3.58,158.06,2014-03-16 00:00:00.000,True
2769,2237,4,4,2,2014-03-07,2014-03-16,28199.33,2255.95,704.98,31160.25,2014-03-16 00:00:00.000,True
2770,2238,4,4,1,2014-03-07,2014-03-16,3713.33,297.07,92.83,4103.22,2014-03-16 00:00:00.000,True
2771,2239,4,4,5,2014-03-07,2014-03-16,63831.08,5106.49,1595.78,70533.34,2014-03-16 00:00:00.000,True
2772,2240,4,4,5,2014-03-07,2014-03-16,9585.45,766.84,239.64,10591.92,2014-03-16 00:00:00.000,True
2773,2241,4,4,5,2014-03-07,2014-03-16,5711.48,456.92,142.79,6311.18,2014-03-16 00:00:00.000,True
2774,2242,4,4,5,2014-03-07,2014-03-16,273.7,21.9,6.84,302.44,2014-03-16 00:00:00.000,True
2775,2243,4,4,2,2014-03-07,2014-03-16,97.97,7.84,2.45,108.25,2014-03-16 00:00:00.000,True
2776,2244,4,4,4,2014-03-07,2014-03-16,114.47,9.16,2.86,126.49,2014-03-16 00:00:00.000,True
2777,2245,4,4,4,2014-03-07,2014-03-16,132.65,10.61,3.32,146.57,2014-03-16 00:00:00.000,True
2778,2246,4,4,5,2014-03-07,2014-03-16,43878.45,3510.28,1096.96,48485.69,2014-03-16 00:00:00.000,True
2779,2247,4,4,1,2014-03-07,2014-03-16,418.95,33.52,10.47,462.94,2014-03-16 00:00:00.000,True
2780,2248,4,4,4,2014-03-07,2014-03-16,607.86,48.63,15.2,671.68,2014-03-16 00:00:00.000,True
2781,2249,4,4,1,2014-03-10,2014-03-19,461.79,36.94,11.54,510.28,2014-03-19 00:00:00.000,True
2782,2250,4,4,5,2014-03-10,2014-03-19,414.92,33.19,10.37,458.48,2014-03-19 00:00:00.000,True
2783,2251,4,4,2,2014-03-10,2014-03-19,37.08,2.97,0.93,40.97,2014-03-19 00:00:00.000,True
2784,2252,4,4,4,2014-03-10,2014-03-19,21558.08,1724.65,538.95,23821.67,2014-03-19 00:00:00.000,True
2785,2253,4,4,4,2014-03-10,2014-03-19,364.46,29.16,9.11,402.72,2014-03-19 00:00:00.000,True
2786,2254,4,4,5,2014-03-10,2014-03-19,41048.7,3283.9,1026.22,45358.81,2014-03-19 00:00:00.000,True
2787,2255,4,4,4,2014-03-10,2014-03-19,111.54,8.92,2.79,123.25,2014-03-19 00:00:00.000,True
2788,2256,4,4,4,2014-03-10,2014-03-19,390.6,31.25,9.77,431.61,2014-03-19 00:00:00.000,True
2789,2257,4,4,5,2014-03-10,2014-03-19,40471.2,3237.7,1011.78,44720.68,2014-03-19 00:00:00.000,True
2790,2258,4,4,4,2014-03-10,2014-03-19,136.33,10.91,3.41,150.65,2014-03-19 00:00:00.000,True
2791,2259,4,4,5,2014-03-10,2014-03-19,62092.8,4967.42,1552.32,68612.54,2014-03-19 00:00:00.000,True
2792,2260,4,4,5,2014-03-10,2014-03-19,5948.25,475.86,148.71,6572.82,2014-03-19 00:00:00.000,True
2793,2261,4,4,5,2014-03-10,2014-03-19,91117.95,7289.44,2277.95,100685.33,2014-03-19 00:00:00.000,True
2794,2262,4,4,1,2014-03-10,2014-03-19,525.0,42.0,13.13,580.13,2014-03-19 00:00:00.000,True
2795,2263,5,4,3,2014-03-10,2014-03-19,1721.79,137.74,43.04,1902.58,2014-03-19 00:00:00.000,True
2796,2264,4,4,4,2014-03-10,2014-03-19,26455.28,2116.42,661.38,29233.08,2014-03-19 00:00:00.000,True
2797,2265,4,4,2,2014-03-11,2014-03-20,944.37,75.55,23.61,1043.53,2014-03-20 00:00:00.000,True
2798,2266,4,4,4,2014-03-11,2014-03-20,51588.08,4127.05,1289.7,57004.82,2014-03-20 00:00:00.000,True
2799,2267,4,4,3,2014-03-11,2014-03-20,62843.55,5027.48,1571.09,69442.12,2014-03-20 00:00:00.000,True
2800,2268,4,4,5,2014-03-11,2014-03-20,37843.58,3027.49,946.09,41817.15,2014-03-20 00:00:00.000,True
2801,2269,6,4,4,2014-03-12,2014-03-21,25531.28,2042.5,638.28,28212.06,2014-03-21 00:00:00.000,True
2802,2270,4,4,4,2014-03-12,2014-03-21,358.63,28.69,8.97,396.28,2014-03-21 00:00:00.000,True
2803,2271,4,4,4,2014-03-12,2014-03-21,125.75,10.06,3.14,138.95,2014-03-21 00:00:00.000,True
2804,2272,4,4,5,2014-03-12,2014-03-21,150.79,12.06,3.77,166.62,2014-03-21 00:00:00.000,True
2805,2273,4,4,5,2014-03-12,2014-03-21,416.75,33.34,10.42,460.5,2014-03-21 00:00:00.000,True
2806,2274,4,4,2,2014-03-12,2014-03-21,8847.3,707.78,221.18,9776.27,2014-03-21 00:00:00.000,True
2807,2275,4,4,5,2014-03-12,2014-03-21,171.08,13.69,4.28,189.04,2014-03-21 00:00:00.000,True
2808,2276,4,4,4,2014-03-12,2014-03-21,20397.3,1631.78,509.93,22539.02,2014-03-21 00:00:00.000,True
2809,2277,4,4,3,2014-03-12,2014-03-21,14628.08,1170.25,365.7,16164.02,2014-03-21 00:00:00.000,True
2810,2278,4,4,3,2014-03-12,2014-03-21,58685.55,4694.84,1467.14,64847.53,2014-03-21 00:00:00.000,True
2811,2279,4,4,4,2014-03-12,2014-03-21,599.41,47.95,14.99,662.35,2014-03-21 00:00:00.000,True
2812,2280,4,4,4,2014-03-12,2014-03-21,358.63,28.69,8.97,396.28,2014-03-21 00:00:00.000,True
2813,2281,4,4,5,2014-03-12,2014-03-21,1525.23,122.02,38.13,1685.38,2014-03-21 00:00:00.000,True
2814,2282,4,4,4,2014-03-12,2014-03-21,228.44,18.28,5.71,252.42,2014-03-21 00:00:00.000,True
2815,2283,4,4,5,2014-03-12,2014-03-21,34644.23,2771.54,866.11,38281.87,2014-03-21 00:00:00.000,True
2816,2284,4,4,4,2014-03-12,2014-03-21,257.58,20.61,6.44,284.62,2014-03-21 00:00:00.000,True
2817,2285,7,4,5,2014-03-13,2014-03-22,146.29,11.7,3.66,161.65,2014-03-22 00:00:00.000,True
2818,2286,4,4,5,2014-03-13,2014-03-22,102.56,8.21,2.56,113.33,2014-03-22 00:00:00.000,True
2819,2287,4,4,5,2014-03-13,2014-03-22,150.79,12.06,3.77,166.62,2014-03-22 00:00:00.000,True
2820,2288,4,4,5,2014-03-13,2014-03-22,13669.43,1093.55,341.74,15104.71,2014-03-22 00:00:00.000,True
2821,2289,4,4,5,2014-03-13,2014-03-22,6756.12,540.49,168.9,7465.51,2014-03-22 00:00:00.000,True
2822,2290,4,4,2,2014-03-13,2014-03-22,50860.43,4068.83,1271.51,56200.77,2014-03-22 00:00:00.000,True
2823,2291,4,4,1,2014-03-13,2014-03-22,551.88,44.15,13.8,609.83,2014-03-22 00:00:00.000,True
2824,2292,4,4,1,2014-03-13,2014-03-22,3811.5,304.92,95.29,4211.71,2014-03-22 00:00:00.000,True
2825,2293,4,4,2,2014-03-13,2014-03-22,28072.28,2245.78,701.81,31019.86,2014-03-22 00:00:00.000,True
2826,2294,4,4,1,2014-03-13,2014-03-22,35394.98,2831.6,884.87,39111.45,2014-03-22 00:00:00.000,True
2827,2295,4,4,1,2014-03-13,2014-03-22,7623.0,609.84,190.58,8423.42,2014-03-22 00:00:00.000,True
2828,2296,4,4,2,2014-03-13,2014-03-22,28297.5,2263.8,707.44,31268.74,2014-03-22 00:00:00.000,True
2829,2297,4,4,2,2014-03-14,2014-03-23,59.94,4.8,1.5,66.24,2014-03-23 00:00:00.000,True
2830,2298,4,4,4,2014-03-14,2014-03-23,117.43,9.39,2.94,129.76,2014-03-23 00:00:00.000,True
2831,2299,4,4,5,2014-03-14,2014-03-23,43878.45,3510.28,1096.96,48485.69,2014-03-23 00:00:00.000,True
2832,2300,4,4,4,2014-03-14,2014-03-23,377.06,30.16,9.43,416.65,2014-03-23 00:00:00.000,True
2833,2301,4,4,1,2014-03-14,2014-03-23,18220.13,1457.61,455.5,20133.24,2014-03-23 00:00:00.000,True
2834,2302,4,4,5,2014-03-14,2014-03-23,142.41,11.39,3.56,157.36,2014-03-23 00:00:00.000,True
2835,2303,4,4,5,2014-03-14,2014-03-23,19236.53,1538.92,480.91,21256.36,2014-03-23 00:00:00.000,True
2836,2304,4,3,4,2014-03-14,2014-03-23,285.04,22.8,7.13,314.97,2014-03-23 00:00:00.000,True
2837,2305,4,4,1,2014-03-14,2014-03-23,1276.28,102.1,31.91,1410.28,2014-03-23 00:00:00.000,True
2838,2306,4,4,1,2014-03-14,2014-03-23,2003.93,160.31,50.1,2214.34,2014-03-23 00:00:00.000,True
2839,2307,4,4,2,2014-03-14,2014-03-23,50860.43,4068.83,1271.51,56200.77,2014-03-23 00:00:00.000,True
2840,2308,4,4,1,2014-03-14,2014-03-23,454.86,36.39,11.37,502.62,2014-03-23 00:00:00.000,True
2841,2309,4,4,5,2014-03-14,2014-03-23,43878.45,3510.28,1096.96,48485.69,2014-03-23 00:00:00.000,True
2842,2310,4,4,2,2014-03-14,2014-03-23,7132.13,570.57,178.3,7881.0,2014-03-23 00:00:00.000,True
2843,2311,4,4,2,2014-03-14,2014-03-23,28343.7,2267.5,708.59,31319.79,2014-03-23 00:00:00.000,True
2844,2312,4,4,4,2014-03-14,2014-03-23,22516.73,1801.34,562.92,24880.98,2014-03-23 00:00:00.000,True
2845,2313,4,4,5,2014-03-17,2014-03-26,34644.23,2771.54,866.11,38281.87,2014-03-26 00:00:00.000,True
2846,2314,4,4,5,2014-03-17,2014-03-26,278.84,22.31,6.97,308.12,2014-03-26 00:00:00.000,True
2847,2315,4,4,5,2014-03-17,2014-03-26,143.04,11.44,3.58,158.06,2014-03-26 00:00:00.000,True
2848,2316,4,4,2,2014-03-17,2014-03-26,28199.33,2255.95,704.98,31160.25,2014-03-26 00:00:00.000,True
2849,2317,4,4,1,2014-03-17,2014-03-26,3713.33,297.07,92.83,4103.22,2014-03-26 00:00:00.000,True
2850,2318,4,4,5,2014-03-17,2014-03-26,63831.08,5106.49,1595.78,70533.34,2014-03-26 00:00:00.000,True
2851,2319,4,4,5,2014-03-17,2014-03-26,6754.86,540.39,168.87,7464.12,2014-03-26 00:00:00.000,True
2852,2320,4,4,5,2014-03-17,2014-03-26,5711.48,456.92,142.79,6311.18,2014-03-26 00:00:00.000,True
2853,2321,4,4,4,2014-03-17,2014-03-26,503.09,40.25,12.58,555.91,2014-03-26 00:00:00.000,True
2854,2322,4,4,2,2014-03-17,2014-03-26,97.97,7.84,2.45,108.25,2014-03-26 00:00:00.000,True
2855,2323,4,4,4,2014-03-17,2014-03-26,114.47,9.16,2.86,126.49,2014-03-26 00:00:00.000,True
2856,2324,4,4,4,2014-03-17,2014-03-26,132.65,10.61,3.32,146.57,2014-03-26 00:00:00.000,True
2857,2325,4,4,5,2014-03-17,2014-03-26,43878.45,3510.28,1096.96,48485.69,2014-03-26 00:00:00.000,True
2858,2326,4,4,1,2014-03-17,2014-03-26,418.95,33.52,10.47,462.94,2014-03-26 00:00:00.000,True
2859,2327,4,4,4,2014-03-17,2014-03-26,824.36,65.95,20.61,910.91,2014-03-26 00:00:00.000,True
2860,2328,4,4,1,2014-03-17,2014-03-26,461.79,36.94,11.54,510.28,2014-03-26 00:00:00.000,True
2861,2329,4,4,4,2014-03-19,2014-03-28,630.38,50.43,15.76,696.57,2014-03-28 00:00:00.000,True
2862,2330,4,4,2,2014-03-19,2014-03-28,37.08,2.97,0.93,40.97,2014-03-28 00:00:00.000,True
2863,2331,4,4,4,2014-03-19,2014-03-28,21558.08,1724.65,538.95,23821.67,2014-03-28 00:00:00.000,True
2864,2332,4,4,4,2014-03-19,2014-03-28,234.64,18.77,5.87,259.28,2014-03-28 00:00:00.000,True
2865,2333,5,4,4,2014-03-19,2014-03-28,45172.05,3613.76,1129.3,49915.12,2014-03-28 00:00:00.000,True
2866,2334,4,4,5,2014-03-19,2014-03-28,279.78,22.38,6.99,309.16,2014-03-28 00:00:00.000,True
2867,2335,4,4,5,2014-03-19,2014-03-28,1228.5,98.28,30.71,1357.49,2014-03-28 00:00:00.000,True
2868,2336,4,4,5,2014-03-19,2014-03-28,40471.2,3237.7,1011.78,44720.68,2014-03-28 00:00:00.000,True
2869,2337,4,4,5,2014-03-19,2014-03-28,836.01,66.88,20.9,923.79,2014-03-28 00:00:00.000,True
2870,2338,5,4,5,2014-03-19,2014-03-28,62092.8,4967.42,1552.32,68612.54,2014-03-28 00:00:00.000,True
2871,2339,4,4,5,2014-03-19,2014-03-28,5948.25,475.86,148.71,6572.82,2014-03-28 00:00:00.000,True
2872,2340,4,4,5,2014-03-19,2014-03-28,91117.95,7289.44,2277.95,100685.33,2014-03-28 00:00:00.000,True
2873,2341,4,4,1,2014-03-19,2014-03-28,525.0,42.0,13.13,580.13,2014-03-28 00:00:00.000,True
2874,2342,4,4,5,2014-03-19,2014-03-28,281.89,22.55,7.05,311.49,2014-03-28 00:00:00.000,True
2875,2343,4,4,4,2014-03-19,2014-03-28,26455.28,2116.42,661.38,29233.08,2014-03-28 00:00:00.000,True
2876,2344,4,4,2,2014-03-19,2014-03-28,944.37,75.55,23.61,1043.53,2014-03-28 00:00:00.000,True
2877,2345,4,4,4,2014-03-20,2014-03-29,51588.08,4127.05,1289.7,57004.82,2014-03-29 00:00:00.000,True
2878,2346,4,4,3,2014-03-20,2014-03-29,62843.55,5027.48,1571.09,69442.12,2014-03-29 00:00:00.000,True
2879,2347,4,4,5,2014-03-20,2014-03-29,37843.58,3027.49,946.09,41817.15,2014-03-29 00:00:00.000,True
2880,2348,4,4,4,2014-03-20,2014-03-29,25531.28,2042.5,638.28,28212.06,2014-03-29 00:00:00.000,True
2881,2349,4,4,4,2014-03-20,2014-03-29,234.96,18.8,5.87,259.63,2014-03-29 00:00:00.000,True
2882,2350,4,4,4,2014-03-20,2014-03-29,125.75,10.06,3.14,138.95,2014-03-29 00:00:00.000,True
2883,2351,4,4,5,2014-03-20,2014-03-29,150.79,12.06,3.77,166.62,2014-03-29 00:00:00.000,True
2884,2352,4,4,5,2014-03-20,2014-03-29,273.7,21.9,6.84,302.44,2014-03-29 00:00:00.000,True
2885,2353,4,4,2,2014-03-20,2014-03-29,8847.3,707.78,221.18,9776.27,2014-03-29 00:00:00.000,True
2886,2354,4,4,5,2014-03-20,2014-03-29,171.08,13.69,4.28,189.04,2014-03-29 00:00:00.000,True
2887,2355,4,4,4,2014-03-20,2014-03-29,20397.3,1631.78,509.93,22539.02,2014-03-29 00:00:00.000,True
2888,2356,4,4,3,2014-03-20,2014-03-29,14628.08,1170.25,365.7,16164.02,2014-03-29 00:00:00.000,True
2889,2357,4,4,3,2014-03-20,2014-03-29,58685.55,4694.84,1467.14,64847.53,2014-03-29 00:00:00.000,True
2890,2358,4,4,5,2014-03-20,2014-03-29,693.38,55.47,17.33,766.18,2014-03-29 00:00:00.000,True
2891,2359,4,4,4,2014-03-20,2014-03-29,234.96,18.8,5.87,259.63,2014-03-29 00:00:00.000,True
2892,2360,4,4,5,2014-03-20,2014-03-29,1796.04,143.68,44.9,1984.62,2014-03-29 00:00:00.000,True
2893,2361,4,4,4,2014-03-21,2014-03-30,514.74,41.18,12.87,568.79,2014-03-30 00:00:00.000,True
2894,2362,4,4,5,2014-03-21,2014-03-30,34644.23,2771.54,866.11,38281.87,2014-03-30 00:00:00.000,True
2895,2363,4,4,3,2014-03-21,2014-03-30,1581.93,126.55,39.55,1748.03,2014-03-30 00:00:00.000,True
2896,2364,4,4,5,2014-03-21,2014-03-30,146.29,11.7,3.66,161.65,2014-03-30 00:00:00.000,True
2897,2365,4,4,5,2014-03-21,2014-03-30,102.56,8.21,2.56,113.33,2014-03-30 00:00:00.000,True
2898,2366,4,4,5,2014-03-21,2014-03-30,150.79,12.06,3.77,166.62,2014-03-30 00:00:00.000,True
2899,2367,4,4,5,2014-03-21,2014-03-30,13669.43,1093.55,341.74,15104.71,2014-03-30 00:00:00.000,True
2900,2368,4,4,5,2014-03-21,2014-03-30,16393.23,1311.46,409.83,18114.52,2014-03-30 00:00:00.000,True
2901,2369,4,4,2,2014-03-21,2014-03-30,79204.13,6336.33,1980.1,87520.56,2014-03-30 00:00:00.000,True
2902,2370,4,4,1,2014-03-21,2014-03-30,551.88,44.15,13.8,609.83,2014-03-30 00:00:00.000,True
2903,2371,4,4,1,2014-03-21,2014-03-30,3176.25,254.1,79.41,3509.76,2014-03-30 00:00:00.000,True
2904,2372,4,4,2,2014-03-21,2014-03-30,28072.28,2245.78,701.81,31019.86,2014-03-30 00:00:00.000,True
2905,2373,4,4,1,2014-03-21,2014-03-30,1917.3,153.38,47.93,2118.62,2014-03-30 00:00:00.000,True
2906,2374,4,4,1,2014-03-21,2014-03-30,4215.75,337.26,105.39,4658.4,2014-03-30 00:00:00.000,True
2907,2375,4,4,2,2014-03-21,2014-03-30,28297.5,2263.8,707.44,31268.74,2014-03-30 00:00:00.000,True
2908,2376,4,4,2,2014-03-21,2014-03-30,59.94,4.8,1.5,66.24,2014-03-30 00:00:00.000,True
2909,2377,4,4,4,2014-03-24,2014-04-02,722.61,57.81,18.07,798.48,2014-04-02 00:00:00.000,True
2910,2378,4,4,5,2014-03-24,2014-04-02,43878.45,3510.28,1096.96,48485.69,2014-04-02 00:00:00.000,True
2911,2379,4,4,4,2014-03-24,2014-04-02,592.8,47.42,14.82,655.04,2014-04-02 00:00:00.000,True
2912,2380,4,4,1,2014-03-24,2014-04-02,13825.35,1106.03,345.63,15277.01,2014-04-02 00:00:00.000,True
2913,2381,4,4,5,2014-03-24,2014-04-02,142.41,11.39,3.56,157.36,2014-04-02 00:00:00.000,True
2914,2382,5,4,2,2014-03-24,2014-04-02,28794.15,2303.53,719.85,31817.54,2014-04-02 00:00:00.000,True
2915,2383,4,4,4,2014-03-24,2014-04-02,408.56,32.68,10.21,451.45,2014-04-02 00:00:00.000,True
2916,2384,4,4,1,2014-03-24,2014-04-02,1276.28,102.1,31.91,1410.28,2014-04-02 00:00:00.000,True
2917,2385,4,4,1,2014-03-24,2014-04-02,2003.93,160.31,50.1,2214.34,2014-04-02 00:00:00.000,True
2918,2386,4,4,2,2014-03-24,2014-04-02,50860.43,4068.83,1271.51,56200.77,2014-04-02 00:00:00.000,True
2919,2387,4,4,1,2014-03-24,2014-04-02,454.86,36.39,11.37,502.62,2014-04-02 00:00:00.000,True
2920,2388,4,4,5,2014-03-24,2014-04-02,43878.45,3510.28,1096.96,48485.69,2014-04-02 00:00:00.000,True
2921,2389,4,4,2,2014-03-24,2014-04-02,7132.13,570.57,178.3,7881.0,2014-04-02 00:00:00.000,True
2922,2390,4,4,2,2014-03-24,2014-04-02,28343.7,2267.5,708.59,31319.79,2014-04-02 00:00:00.000,True
2923,2391,4,4,4,2014-03-24,2014-04-02,22516.73,1801.34,562.92,24880.98,2014-04-02 00:00:00.000,True
2924,2392,4,4,5,2014-03-24,2014-04-02,34644.23,2771.54,866.11,38281.87,2014-04-02 00:00:00.000,True
2925,2393,4,4,5,2014-03-25,2014-04-03,415.33,33.23,10.38,458.94,2014-04-03 00:00:00.000,True
2926,2394,4,4,5,2014-03-25,2014-04-03,143.04,11.44,3.58,158.06,2014-04-03 00:00:00.000,True
2927,2395,4,4,2,2014-03-25,2014-04-03,28199.33,2255.95,704.98,31160.25,2014-04-03 00:00:00.000,True
2928,2396,4,4,1,2014-03-25,2014-04-03,3713.33,297.07,92.83,4103.22,2014-04-03 00:00:00.000,True
2929,2397,4,4,5,2014-03-26,2014-04-04,63831.08,5106.49,1595.78,70533.34,2014-04-04 00:00:00.000,True
2930,2398,4,4,5,2014-03-26,2014-04-04,16340.31,1307.22,408.51,18056.04,2014-04-04 00:00:00.000,True
2931,2399,4,4,5,2014-03-26,2014-04-04,5711.48,456.92,142.79,6311.18,2014-04-04 00:00:00.000,True
2932,2400,4,4,4,2014-03-26,2014-04-04,360.05,28.8,9.0,397.85,2014-04-04 00:00:00.000,True
2933,2401,4,4,2,2014-03-26,2014-04-04,97.97,7.84,2.45,108.25,2014-04-04 00:00:00.000,True
2934,2402,4,4,4,2014-03-26,2014-04-04,114.47,9.16,2.86,126.49,2014-04-04 00:00:00.000,True
2935,2403,4,4,4,2014-03-26,2014-04-04,132.65,10.61,3.32,146.57,2014-04-04 00:00:00.000,True
2936,2404,4,3,5,2014-03-26,2014-04-04,43878.45,3510.28,1096.96,48485.69,2014-04-04 00:00:00.000,True
2937,2405,4,4,1,2014-03-26,2014-04-04,418.95,33.52,10.47,462.94,2014-04-04 00:00:00.000,True
2938,2406,4,4,4,2014-03-26,2014-04-04,525.77,42.06,13.14,580.97,2014-04-04 00:00:00.000,True
2939,2407,4,4,1,2014-03-26,2014-04-04,461.79,36.94,11.54,510.28,2014-04-04 00:00:00.000,True
2940,2408,4,4,4,2014-03-26,2014-04-04,481.89,38.55,12.05,532.49,2014-04-04 00:00:00.000,True
2941,2409,4,4,2,2014-03-26,2014-04-04,37.08,2.97,0.93,40.97,2014-04-04 00:00:00.000,True
2942,2410,4,4,4,2014-03-26,2014-04-04,21558.08,1724.65,538.95,23821.67,2014-04-04 00:00:00.000,True
2943,2411,4,4,4,2014-03-26,2014-04-04,475.68,38.05,11.89,525.63,2014-04-04 00:00:00.000,True
2944,2412,4,4,5,2014-03-26,2014-04-04,41048.7,3283.9,1026.22,45358.81,2014-04-04 00:00:00.000,True
2945,2413,4,4,5,2014-03-27,2014-04-05,416.75,33.34,10.42,460.5,2014-04-05 00:00:00.000,True
2946,2414,4,4,5,2014-03-27,2014-04-05,279.15,22.33,6.98,308.46,2014-04-05 00:00:00.000,True
2947,2415,4,4,5,2014-03-27,2014-04-05,40471.2,3237.7,1011.78,44720.68,2014-04-05 00:00:00.000,True
2948,2416,4,4,4,2014-03-27,2014-04-05,389.66,31.17,9.74,430.57,2014-04-05 00:00:00.000,True
2949,2417,4,4,5,2014-03-27,2014-04-05,62092.8,4967.42,1552.32,68612.54,2014-04-05 00:00:00.000,True
2950,2418,4,4,5,2014-03-27,2014-04-05,5948.25,475.86,148.71,6572.82,2014-04-05 00:00:00.000,True
