SALESORDERREASONKEY,SALESORDERID,SALESORDERHEADERKEY,REASONNAME,REASONTYPE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
18802,62530,24014,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,cbfff87e1bc060fec7bf288f642de5dca801911c297abf48e3cd4f4026907a3b
18803,62500,24015,Price,Other,True,2006-06-23,9999-12-31 00:00:00,1e59e27e226c3d8aafee171ada5cc9e29a88f7121b820e4dc3e9d7e74bb8a34a
18804,62471,24016,Price,Other,True,2006-06-23,9999-12-31 00:00:00,763bbdda398a264e2f92b5bda513f018ba7ce2284396c67a3ee8ed4b7be008ba
18805,62472,24017,Price,Other,True,2006-06-23,9999-12-31 00:00:00,9749ab9cb9a815bd4cb9d39aff2b18a969bf920b2e3f7827cca689518501be11
18806,62473,24018,Television  Advertisement,Marketing,True,2006-06-23,9999-12-31 00:00:00,af11cd3834f933d6fa694f15fa6a5d330130671886f89d2f33e1c1d208daf110
18807,62474,24019,Price,Other,True,2006-06-23,9999-12-31 00:00:00,31f6f524b62f5c80bde3e81b7df496e6a7692d2f49fec6efc6b1cc8e6526085b
18808,62475,24020,Price,Other,True,2006-06-23,9999-12-31 00:00:00,8701ccbb85ea812c3710d6666fbd224123c0c21f983559f1b64d323f9931fd91
18809,62475,24020,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,e260e3612e6fc2afee9058e6780c20f445e46329a7e2f504f3f8694df0732985
18810,62476,24021,Price,Other,True,2006-06-23,9999-12-31 00:00:00,118c8e1d5a5585893164f499c1b7973cd73cf0ae7d159c725f7da579cf34350a
18811,62477,24022,Price,Other,True,2006-06-23,9999-12-31 00:00:00,bd53e4b5dacd48bb2b5437d482bafab82164e98d900e5a5292fe272a3e6d46b2
18812,62478,24023,Price,Other,True,2006-06-23,9999-12-31 00:00:00,1ac6d1d3bfacf8773d59ac6f64ef57acac138c9ab00a40e75af6854dcd87fc78
18813,62479,24024,Price,Other,True,2006-06-23,9999-12-31 00:00:00,5280e9e65549006612f80d7e76e978d72a30cfb0ece520de7324643f28b1de7f
18814,62480,24025,Price,Other,True,2006-06-23,9999-12-31 00:00:00,1f85eddc5258d53053b0b357ba5f11f598e8e9a2c1e859bd97b73fa7b5b6d4fd
18815,62483,24028,Television  Advertisement,Marketing,True,2006-06-23,9999-12-31 00:00:00,29505ffe6361ea22bdcf5da7223e753838e156762440920b9db5436f9f30522c
18816,62484,24029,Television  Advertisement,Marketing,True,2006-06-23,9999-12-31 00:00:00,b7650fb9b4dc5f871f0d7c0e6ee1cf4b722642eca8051d8385a59426739307a1
18817,62486,24030,Price,Other,True,2006-06-23,9999-12-31 00:00:00,ea4a922e2d0f557d1b0ec0a7a59edc0f9eeb62fcdb23183ebd19ba3ffe849527
18818,62485,24031,Price,Other,True,2006-06-23,9999-12-31 00:00:00,865efb9c350932d47ed9843c47613acce12e61dac9ca35e420709d8344e8ba6d
18819,62501,24032,Price,Other,True,2006-06-23,9999-12-31 00:00:00,e976b897a35af155075a3965b9ac925f4e79f246b670b3c6ba1c0be134585a94
18820,62499,24033,Television  Advertisement,Marketing,True,2006-06-23,9999-12-31 00:00:00,10563b3f372bfe1c843a6e8d4cc1489b10a6c37aa970fd71d18bb4e8d188fb3f
18821,62499,24033,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,a5f914b096fd016b66ea042c3f4d01df016ee25c65da9a91ef87520ff0bd8899
18822,62498,24034,Price,Other,True,2006-06-23,9999-12-31 00:00:00,6a2d15926ce80c50b3edb7d181f04027a06198cacbce01b7215f07f1e8bbb17c
18823,62497,24035,Review,Other,True,2006-06-23,9999-12-31 00:00:00,4e0313c362df8415f03f83608c62c59d6e62ec29d16a17061390fd79b356d229
18824,62496,24036,Price,Other,True,2006-06-23,9999-12-31 00:00:00,5c1496a9b5bf1d204c7c9cc7f1d97b2078693ca09e9f29721278430aaab138ce
18825,62494,24037,Price,Other,True,2006-06-23,9999-12-31 00:00:00,2ee1ae374ed2fd421eb0d6da34b2ba81348538bd49cacafd25b7acd8ffc137a6
18826,62492,24038,Review,Other,True,2006-06-23,9999-12-31 00:00:00,b758aba50430a1e661a5d7bf53133338038477229586dfc3e58a60431f299930
18827,62491,24039,Price,Other,True,2006-06-23,9999-12-31 00:00:00,fa2df5377b5460cc0d770b4d957326f0c699ba8d5c8c0e03702cae726ddade20
18828,62490,24040,Price,Other,True,2006-06-23,9999-12-31 00:00:00,3eaed66d174ed719763d1f37d3d00ef915287785c8e524d58e995ee9eb92420a
18829,62489,24041,Price,Other,True,2006-06-23,9999-12-31 00:00:00,147d9b7cf6e458595e474e5392ab4136c2e8ac9d7e5b21084572a35bff2b175f
18830,62488,24042,Price,Other,True,2006-06-23,9999-12-31 00:00:00,a873e83a56e56124684a80145ef00824439ff9400092d6c936a15fb8bc72a401
18831,62487,24043,Price,Other,True,2006-06-23,9999-12-31 00:00:00,36b39df3cdd365808e0911db6a02a6594bd75a22281986c3ee07e1d82d67ae50
18832,62493,24044,Price,Other,True,2006-06-23,9999-12-31 00:00:00,351debd66afe9802e85a994c09543d098c63ae37ca17cf0414efd3dd0a5e7a01
18833,62568,24045,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,c19b57ceb7cd157d8d55d6ec9f2972294d976a2c801fd2db1d2de277cb669137
18834,62567,24046,Price,Other,True,2006-06-23,9999-12-31 00:00:00,4fcb890ebf45cbe09ac9ec86100e71c640665e837c6e5f283d97411ff491e0ea
18835,62566,24047,Price,Other,True,2006-06-23,9999-12-31 00:00:00,f83e16538fde761894557dece650a9ba42e4fe84c87f49b6b13a222a1176c5a3
18836,62565,24048,Price,Other,True,2006-06-23,9999-12-31 00:00:00,0ee522f672cef6c96e2c56258c9cf04ad31761b855b10dcab32dc7e7bc5f6dea
18837,62565,24048,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,f23390fc8e2930d53261be5d309f17a184ad52fedcffe0ca4736d3a8cccfbe58
18838,62564,24049,Price,Other,True,2006-06-23,9999-12-31 00:00:00,a730cc3e7efa7f7fa8431fa3409d89b59538718d1f1bc883037215b59ff72319
18839,62563,24050,Price,Other,True,2006-06-23,9999-12-31 00:00:00,926c07b6939db9ffde20d67a5d88c35787f74c9a9b90562d93562e732837ea40
18840,62562,24051,Price,Other,True,2006-06-23,9999-12-31 00:00:00,66d887812fc136a3c4ffbbacb4d19e3794b5decd05340fd45cdf9c7c4204e918
18841,62560,24053,Price,Other,True,2006-06-23,9999-12-31 00:00:00,308bb3ad521122b3e07811eb22bfeabe26414df12a12e36951abaa24c27cace2
18842,62559,24054,Price,Other,True,2006-06-23,9999-12-31 00:00:00,3d9cdaf76cdd9ec3299f63c3fa79e4e75bea382399041258b4d8cb5687d96bc1
18843,62558,24055,Price,Other,True,2006-06-23,9999-12-31 00:00:00,86a9f98ef3d5f8badd6d3cb2d8272332c0898d6baaac98701c6fcdad5e13ca59
18844,62557,24056,Price,Other,True,2006-06-23,9999-12-31 00:00:00,cc5433c891d56491a86605af4c8f2a061705fde2474a840e5115cd59c3234faf
18845,62569,24057,Price,Other,True,2006-06-23,9999-12-31 00:00:00,cec646e938c148ca2b591640b473af24eddca1d5555d313f6da0614e6fdcd5e1
18846,62570,24058,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,0bfdd3d39d35aa6f56b62221ead6c4e6b02af0b39574af40e506bff3d641bdc4
18847,62572,24060,Price,Other,True,2006-06-23,9999-12-31 00:00:00,50ff5344e695637b37fd02636d8a3fc9a1d579d9e97c43b751ee97a2ce22536f
18848,62574,24062,Price,Other,True,2006-06-23,9999-12-31 00:00:00,d6b78836ae8d65379d9b8242f683d95ac3bdddfb2fd2d42cef70abc3b12eff8b
18849,62575,24063,Price,Other,True,2006-06-23,9999-12-31 00:00:00,07a2ebceae61105a66f856adc5e7c0b36aed3af2d53940133604a082d977a3e6
18850,62576,24064,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,c9011e5ce963abb9a48f8f68732710b290456cb6b87706740207ea451caecc42
18851,62577,24065,Price,Other,True,2006-06-23,9999-12-31 00:00:00,606f4039e9598de854c975724a30c29c833dc42ce6976c75165b5e6c22ef91ba
18852,62533,24067,Television  Advertisement,Marketing,True,2006-06-23,9999-12-31 00:00:00,d1a768815bc7d5b8837911d35bae8f1437fd090badeb9a8260b09f4e4bf09517
18853,62579,24068,Price,Other,True,2006-06-23,9999-12-31 00:00:00,6ba4391c95dad0c2fff8ae074e7d488fcb179a80aebee28980788653da1e7bbf
18854,62555,24070,Price,Other,True,2006-06-23,9999-12-31 00:00:00,2323633ab59cecb82085aff04e495b57b5b1abaa558deaac357c165b8c752e18
18855,62555,24070,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,b7a46c4f44e0c3ed41fb4f3d50edf3b1ac16e9198f4a3b38a70f60890cbc3f26
18856,62556,24071,Price,Other,True,2006-06-23,9999-12-31 00:00:00,3aa50d8c66ab39e417070e524a01f5f672441aaf7833a41bef01cfd4b3592651
18857,62531,24072,Price,Other,True,2006-06-23,9999-12-31 00:00:00,fee1efa634836656d2d6a64f4c8250229ab0582909d3c3963a22e2fd11391140
18858,62532,24073,Television  Advertisement,Marketing,True,2006-06-23,9999-12-31 00:00:00,f481e326c69e382f522b2514431266f54a4365144eb69bd7c60342017ee8f031
18859,62534,24074,Price,Other,True,2006-06-23,9999-12-31 00:00:00,1d1560479224d3d510b33adf1398f411e8bc6f534dde855c336aa8f6ec468c53
18860,62535,24075,Price,Other,True,2006-06-23,9999-12-31 00:00:00,3a009d89667cce122417bdcf4ebfcbe5d0b5e39ac5b8d56c010266c62c1ef69f
18861,62536,24076,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,e40e180f5c08cf128404f51abede757e48f2be2c095d83a5eddb8d418cd319bd
18862,62537,24077,Price,Other,True,2006-06-23,9999-12-31 00:00:00,b09c43293f61a3275ba7317b2f2ad3771551766f4c7e66afed7d55ff5c026ce6
18863,62538,24078,Price,Other,True,2006-06-23,9999-12-31 00:00:00,95656c7e9d9573c573126366db8e705c26d3222e51652a6a81befb1b1630a9ef
18864,62539,24079,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,3b2371dcbcc4adf77f21e23d2e9f6f88471c2fc1ef8be31d393bfaa3cd109545
18865,62540,24080,Price,Other,True,2006-06-23,9999-12-31 00:00:00,a79b6dc317df05f6bb678ad4c943b186079552cf766da877ebe22f599e0fc140
18866,62541,24081,Price,Other,True,2006-06-23,9999-12-31 00:00:00,873daf2d11571861e3bb50ef76e58d911a5a0640b4c3e47b4135f373da6de9f5
18867,62541,24081,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,90a520f453cf6c38916b5eaab48a2a392235550b5efc84c9fc3f4d53e4c01220
18868,62542,24082,Television  Advertisement,Marketing,True,2006-06-23,9999-12-31 00:00:00,dbe17ec4a461893df2c033d1dc1f9befca8fa414f1c803922024394cc663f499
18869,62544,24083,Price,Other,True,2006-06-23,9999-12-31 00:00:00,7413b5759df9671d3db72658e5a0c3bdeafdca595946bbe67b3d6edcbc3ff55e
18870,62543,24084,Price,Other,True,2006-06-23,9999-12-31 00:00:00,22bdbcafc44b32fb39d688714e84ed523f4b8959fe82dccdc059babe5b9aa5fe
18871,62554,24085,Price,Other,True,2006-06-23,9999-12-31 00:00:00,43e45a1f29cc6f7f53da972afa8d40946b8aa36eccb86be6c89de20b5eba4234
18872,62553,24086,Price,Other,True,2006-06-23,9999-12-31 00:00:00,48feb36619134b69e0a4e98bf23221a1c36dd389e8eadb7dfce2eb0402509467
18873,62552,24087,Price,Other,True,2006-06-23,9999-12-31 00:00:00,cf4c45a2fc2389bad13ffb8561fb6a15f903651dcdd74a12aff917290fdce1d2
18874,62552,24087,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,105bf361a514ef2be1ca78bea2aae83aea43f8332c7ac70858a215a8864f42c8
18875,62551,24088,Television  Advertisement,Marketing,True,2006-06-23,9999-12-31 00:00:00,4ec74f5bfb452f3f36eee5c90feb1ebd360fbca289866a7276d1e1b6938febf6
18876,62551,24088,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,2cf3db2625218e17d2d37717ac48e7eac7b0162161ab122992b71d843688c159
18877,62549,24090,Price,Other,True,2006-06-23,9999-12-31 00:00:00,f07c87456ab84e34eed72fbe2cdae78847fc2ffddd36c3dbc8874532a5177aca
18878,62548,24091,Price,Other,True,2006-06-23,9999-12-31 00:00:00,c8c2afedcf6bb4c0025af38646f4f068256fd5d2d584e155e72096f70383631c
18879,62547,24092,Price,Other,True,2006-06-23,9999-12-31 00:00:00,7377a5f3cf8817584d6639853aae8044f6db1b42ab5470e8f86351e698e150e9
18880,62545,24094,Price,Other,True,2006-06-23,9999-12-31 00:00:00,f7283af3aa64e58289bc2251491eeaf3685c317360e9884062622ace9d3c44ce
18881,62605,24095,Price,Other,True,2006-06-23,9999-12-31 00:00:00,bdbe3dedac10703abf84cc3efb1302a3a4ac2910e8afd97ba140312999fa60a0
18882,62606,24096,Price,Other,True,2006-06-23,9999-12-31 00:00:00,96944b7cc7885630c5005783e7f357a3a1678bf2592d763ac7a71273a6e8d81a
18883,62609,24098,Price,Other,True,2006-06-23,9999-12-31 00:00:00,81137e86a9f37895c93387d1a28ae99de7541332d3e4118578256eefcc3fd8d4
18884,62610,24099,Price,Other,True,2006-06-23,9999-12-31 00:00:00,3bdbb8c216e33bf7f957d28057c5dc2e034dae2b5aac669dbef23ad0b07b2ecb
18885,62611,24100,Price,Other,True,2006-06-23,9999-12-31 00:00:00,f07a0bfb2b896a4c9e2c6b6322ae039e36322dcd1e4dd11587c8d574f5d21d51
18886,62612,24101,Price,Other,True,2006-06-23,9999-12-31 00:00:00,78713aa8b4f222792de4fc58784bd81d166c29e5743deeef5ace46d9d701a9eb
18887,62613,24102,Price,Other,True,2006-06-23,9999-12-31 00:00:00,c41f32287c1924adc925a504c50bb09f8e0b88bdc077bd32aa79ea51cb6dbc58
18888,62616,24105,Price,Other,True,2006-06-23,9999-12-31 00:00:00,95a5490d2d0a9e0e1e2bba7b555629aae5f1d2da76e48bf91f36a83eb3f81f2a
18889,62617,24106,Price,Other,True,2006-06-23,9999-12-31 00:00:00,75d0a6838d202ed1f85e91ccffd31a82b548266e2e6b43fcec860d194cb234d7
18890,62617,24106,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,7062405e94139753f3bfd1031543462561e6a66322bb6e75a58a86f42a15596a
18891,62618,24107,Price,Other,True,2006-06-23,9999-12-31 00:00:00,cb31b562e0b1ad474621071aee4ee98a41975e8209fc255cb59d90bc1ec3f321
18892,62618,24107,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,bcd1c1ea276ed7901eb8ab45f91b0dd8e9486cb99d9c20569456e5ca47e5514d
18893,62619,24108,Price,Other,True,2006-06-23,9999-12-31 00:00:00,ad6083c4e0aa425d16367c122fbf613c38caecaae38f224e2e59670882df3655
18894,62619,24108,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,c4f2199add8673b33c3edc9b3f571d3b4cc3dbc3133cb7b410f2f0a3e2347722
18895,62620,24109,Price,Other,True,2006-06-23,9999-12-31 00:00:00,4790d7158e7d496051670951a5dde77c82fac17533b4ec4590cb259d3519b86a
18896,62621,24110,Price,Other,True,2006-06-23,9999-12-31 00:00:00,e3a149e8e5547c2f5f4ff63fb198ce7947fb1ea4cf80cd0b8db96e29dd236554
18897,62621,24110,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,8caeafd081c4c599f7a000eb609e55e562b3985d3a73d45451bc218a7048b504
18898,62622,24111,Price,Other,True,2006-06-23,9999-12-31 00:00:00,ac457a821b2a0662e20b954108eb7ac9fbc8f27fcc23dc2a5fe0ffdd0d5e063b
18899,62623,24112,Price,Other,True,2006-06-23,9999-12-31 00:00:00,efa21717674291820a8a679a3391685744196cdda7aa425fb2994ce6ec4f8799
18900,62624,24113,Price,Other,True,2006-06-23,9999-12-31 00:00:00,3b47c9064c21be2ada3f702e5df44ef5f381a5a245a9afac4b9ad4cf9b569792
18901,62625,24114,Price,Other,True,2006-06-23,9999-12-31 00:00:00,f3ddbeea61afe68418eeac105be900a17b571298c46ffc575b83288e39f10564
18902,62626,24115,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,eb912f1e0873d809bebf811828c3a130b1d6696b2bad17bd6ef6eac3cdab9b6c
18903,62608,24117,Price,Other,True,2006-06-23,9999-12-31 00:00:00,7526c30f060927b3d5ec68fadf1696c6900aeb83f866a3f9e17ec7d1c553de35
18904,62603,24118,Price,Other,True,2006-06-23,9999-12-31 00:00:00,0f2bc4379b0ae99246a5a3be9367640b534a6c712c8d306bf565978bde1e73d6
18905,62581,24119,Price,Other,True,2006-06-23,9999-12-31 00:00:00,61b71fb77b529292949c2b5a6732fbcfe688da6c1d988c34d0277414ff47d265
18906,62581,24119,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,702088151f37fd3e9b0e5e409efe1fd7f5941b52a0888344e5cc22c7ed7fa0b6
18907,62582,24120,Price,Other,True,2006-06-23,9999-12-31 00:00:00,a4a452490adb66c73813c324efa75f985baf576fced4a8c1cb92469b172ca83c
18908,62583,24121,Price,Other,True,2006-06-23,9999-12-31 00:00:00,eac06632ad2dd73b36d1284637d361ea10911da77d3b3665838faa6a2432509e
18909,62584,24122,Price,Other,True,2006-06-23,9999-12-31 00:00:00,01e969b5fe51c49cc098887e0d52d2d1cd10f9e16401688a8cae1db9cd70d560
18910,62585,24123,Price,Other,True,2006-06-23,9999-12-31 00:00:00,1003097ff4f32cca824cb0a2f376831600aaf3b5c8c450c5baaa5fbfcd17a58b
18911,62586,24124,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,14397cdcbcfd16f7acec7506c165e9eeb146fd597534aa79ea2f55ab76eda23b
18912,62587,24125,Price,Other,True,2006-06-23,9999-12-31 00:00:00,4025bc3da20131366f2d73f9bad6b4d757ae5690f6c176122ebbc75bb9e75280
18913,62588,24126,Price,Other,True,2006-06-23,9999-12-31 00:00:00,a30e7fb7862f658347da59defd7cb46da0e4c9e4d564bb60f1054974d7412dd6
18914,62588,24126,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,8dd2547d324f5a790aa1790b963e653bce2d8d3a253ef23e9cb646a293edf2f5
18915,62589,24127,Price,Other,True,2006-06-23,9999-12-31 00:00:00,13e58a7c6a56b050a528699ab839faa747b3c45dcbf3f969f16312d727593352
18916,62589,24127,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,545e0240868735e0c79f09778ecf3638dd7a5531a4f6d6639a0bd62e30ac45e2
18917,62590,24128,Price,Other,True,2006-06-23,9999-12-31 00:00:00,44a7ef55ddbef66607438690e774674ae8e70e6bc1a49353acc00e9f9883dd6d
18918,62591,24129,Price,Other,True,2006-06-23,9999-12-31 00:00:00,460912efc249bcc621e60b368f7138cb64a922a5e85ed7c906bf8ed216cd78a0
18919,62592,24130,Price,Other,True,2006-06-23,9999-12-31 00:00:00,f793afc7c7ea013bb7d44b3a6081afd789412f9f7468205909877a61a3cef882
18920,62594,24131,Price,Other,True,2006-06-23,9999-12-31 00:00:00,448f836caf59e0da16c5baf96ff4daa4775cf7f66197be53c5c63e98f3df7dc5
18921,62593,24132,Price,Other,True,2006-06-23,9999-12-31 00:00:00,ad36cbd60048f1a2450e61166dabaa4fe8f5d106ac1834680ae486ae842c7e10
18922,62602,24133,Price,Other,True,2006-06-23,9999-12-31 00:00:00,013ec3691bf365b6b8dd828a819e2cc13897bad3cffe279f88c426937f735c8b
18923,62601,24134,Price,Other,True,2006-06-23,9999-12-31 00:00:00,3cd427859fb87025ca80ac05c29afa469289c6d50501f46ac816d75396676be3
18924,62604,24135,Price,Other,True,2006-06-23,9999-12-31 00:00:00,deecaf175b3d5019f8d99d25082710b3e458bc5fbddfaf3c15292db7e6927266
18925,62600,24136,Price,Other,True,2006-06-23,9999-12-31 00:00:00,fa45bad8bd853debf48b8828706a89fb80dcc359595d1910dd43fdb998393117
18926,62599,24137,Price,Other,True,2006-06-23,9999-12-31 00:00:00,83d5ed9d8f7686e4f5cb513d6e2e2efe7f001001c5172230e2f6d0ddc81853ac
18927,62598,24138,Price,Other,True,2006-06-23,9999-12-31 00:00:00,c41f809cafb1d071fad588ec1f499c71ca4affff8d7e29583416a794cdd4da3e
18928,62597,24139,Price,Other,True,2006-06-23,9999-12-31 00:00:00,168fdb43bfaf10004c29d9ae9ba8613a792bc8b80421cd2fb62be05b1abdab20
18929,62596,24140,Television  Advertisement,Marketing,True,2006-06-23,9999-12-31 00:00:00,2728c8e39c219b23424b926697fdfeacb4fe3514ed3f5b61bed4c29374e1f3be
18930,62596,24140,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,2a592f545be0ec8bb0f72f95ee0ae4f81447d5796f633a77ff6ce3e13d3e16f0
18931,62595,24141,Price,Other,True,2006-06-23,9999-12-31 00:00:00,f9587042e10b912610a322e88f6ed651281d6ae467d4d67abc8d9d37bb09d52c
18932,62678,24142,Price,Other,True,2006-06-23,9999-12-31 00:00:00,69d7b407c7b3e4c02c5703f3dbd807a70a30b48318ef29af0a01a240fe095997
18933,62677,24143,Price,Other,True,2006-06-23,9999-12-31 00:00:00,33f8c5cfc008180246fa89a49a72e9c439b52de5da71e172fcc5a61e8b1532f6
18934,62676,24144,Price,Other,True,2006-06-23,9999-12-31 00:00:00,bf8cc69d6ad141ff8c9147fa72fd2dce59378ddbfbe5d1734cdea7d4cd9a1824
18935,62675,24145,Price,Other,True,2006-06-23,9999-12-31 00:00:00,08c4e8d6281ea13b8ec19958c544a28239fe726dc78a1f17d3f69d57d441bd9e
18936,62674,24146,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,8a85c0b0be6b7b7ffc17ffa14949ecbe043aa02c7ea3374da490d4f794af72a7
18937,62673,24147,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,da361bb8bc06ba80273d7c6546f75e1a1031db979f9dca83ce9e0161ecc21be5
18938,62672,24148,Price,Other,True,2006-06-23,9999-12-31 00:00:00,bb0274058bc497ff529b4383adebc221dce3379743dcb3a4696eda4c043f9c68
18939,62671,24149,Price,Other,True,2006-06-23,9999-12-31 00:00:00,0361ad65ba1c193315d1ac6b0cbbec0591f56d9d9a5234e44bddce09e822509d
18940,62662,24150,Price,Other,True,2006-06-23,9999-12-31 00:00:00,e2b43ebf4e65fda770b82655fa510645a9e1b48c8b1febfdce1aaa73e5e08c28
18941,62669,24151,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,fbd6ac919c4feb0a39c15ef0509e47cbc5cc93f2ea200cdc0e0bf47b99198b9d
18942,62668,24152,Price,Other,True,2006-06-23,9999-12-31 00:00:00,9614d8ecc7ca9e170338329874c86075692757d25c8f960add0993c65b74d5a4
18943,62667,24153,Price,Other,True,2006-06-23,9999-12-31 00:00:00,2ae8afe68252bce136f68e45edca73e9cec77a80f2d7bf84dc1066cbafe08811
18944,62666,24154,Price,Other,True,2006-06-23,9999-12-31 00:00:00,af2adc19dbbfebc6789b1d97edb6aea377118fbf28a688869d966fa9bf825ca3
18945,62665,24155,Price,Other,True,2006-06-23,9999-12-31 00:00:00,c69e78b6f88d0d706397956058be8bdb1999fcc7521ce0fa8dca8ef21ad08cfd
18946,62664,24156,Price,Other,True,2006-06-23,9999-12-31 00:00:00,82bd9c1f690642c0893a6d42bce756e52adf4f2cfb49d6f52b45e43173e04278
18947,62664,24156,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,a2db873e6c0ce4adc89f0996b1599d8ae1fa136d891a3182abbbd14668ca0c5a
18948,62663,24157,Price,Other,True,2006-06-23,9999-12-31 00:00:00,d8e3e0e5c50f4d75386e2b4fa5429874f9326e15e2be6191f398d53d3948a11f
18949,62687,24158,Review,Other,True,2006-06-23,9999-12-31 00:00:00,0bc0254a371bb70191a2c38201b139ee613e94c6a24fdf14f67b7b5cb4774eab
18950,62670,24159,Review,Other,True,2006-06-23,9999-12-31 00:00:00,a7ac15a0acbaebc9fb617a90aa1b33e7214a0cdf2a3939c88a09d17f2ffe27e8
18951,62694,24160,Price,Other,True,2006-06-23,9999-12-31 00:00:00,416db8e12d4fa269488e14ca3b05df4b31690e2d7fbf28ae42beaf2834f992ab
18952,62694,24160,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,371d058c176885951b3f698f95636d441f77c42bf3195c559fb3eecae2a6a857
18953,62694,24160,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,80af100a61096447079f37389618654cccec8159fa65405916d0f3bc922183b0
18954,62693,24161,Price,Other,True,2006-06-23,9999-12-31 00:00:00,841f0dda44d1a42e672120766cb4a1f2ab0756dfda31cfe65f997bb2361ecd43
18955,62692,24162,Price,Other,True,2006-06-23,9999-12-31 00:00:00,2c486645f9871ff2d4398f46841194b855576d12213cae6497e1ced6dbc3c466
18956,62691,24163,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,dcc128ef2ccd03c15212b6c07f0745d98c1774c79e9f5d8c5df597e94fa537d8
18957,62690,24164,Price,Other,True,2006-06-23,9999-12-31 00:00:00,a0f9ed09a0ee2a9fdb2145ca3edf8247e426c8c0d559d69cb062fd69877318d3
18958,62690,24164,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,f92c1983a7e01402c532ad94b441c7ad972f12b1c996bbe7c22540c89dc9ba16
18959,62689,24165,Price,Other,True,2006-06-23,9999-12-31 00:00:00,bacdf29501397fcc255a02fbba2364e110ea2f9fb4962818358a93eacd60e411
18960,62679,24167,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,298eacf6f0b073384a02ba853f60b988ea629b950a78256133d0224276636ff2
18961,62686,24168,Price,Other,True,2006-06-23,9999-12-31 00:00:00,ec68090ea8c4624d84eff6344a4ba833a89c910cb057a66d67f2572e1c398b0b
18962,62685,24169,Price,Other,True,2006-06-23,9999-12-31 00:00:00,75cb4548f9deef21df95d5789bb937c82a78729742bd632541a6d1bb4e595b87
18963,62685,24169,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,30805bc85aa803ec5a5713c7a56d095da73adc94b3fe5d3b54a840d3641b2eff
18964,62684,24170,Price,Other,True,2006-06-23,9999-12-31 00:00:00,ca62d948a8eeb9fb0dc83872966add7b7955512fc3de1f508cbb03617344423f
18965,62684,24170,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,6e8cc5e5fbc7583aab4c97025482453ddf4fd6238532208d8342a634546259ae
18966,62682,24172,Price,Other,True,2006-06-23,9999-12-31 00:00:00,c6b00fb6266fbd2e93e53ffe4633bc64e15f6d66981ed327934c3fa3c9ef7c9d
18967,62681,24173,Price,Other,True,2006-06-23,9999-12-31 00:00:00,d94bd55274e372b2a99709eb76bcc3600d4b4dc16548c055be3a99a1cc4f855f
18968,62681,24173,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,585edc61d1ee618140476274e05b5d3230759a0afcae6adc5a725ee601096871
18969,62680,24174,Price,Other,True,2006-06-23,9999-12-31 00:00:00,e1745a05fa08844a641ed68c4b4839ff4d21b603ff8a8fe7aef43c0331498e46
18970,62680,24174,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,b2668d806c40fd80cc8a4dfd615f5f06bdf5d2d905130acbcdd4ffebe0809fb5
18971,62635,24175,Price,Other,True,2006-06-23,9999-12-31 00:00:00,fc2811514ce1fc27af9f11c8d5f42148756a8045ab352c921540969bb3caec8d
