PRODUCTCOSTHISTORYKEY,PRODUCTID,PRODUCTKEY,HISTORYSTARTDATE,HISTORYENDDATE,STANDARDCOST,HISTORYMODIFIEDDATE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
316,859,432,2013-05-30,,9.16,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8356a522aadb78d4fd2b1ff297829f5532614f430993f3d046fcab81aee1de72
317,860,433,2012-05-30,2013-05-29,9.71,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8572562c328dcdbc42c8711627c3ff83dbe6ae37f575ad422d011bdf2bbb0f34
318,860,433,2013-05-30,,9.16,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4ae132cf03eeca7302ecd4aeda961158acec466058ab9104cc41aef8bafa300c
319,910,434,2013-05-30,,23.37,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,957381531ed6e14fb648429c99f9210ffb364bc96431a25488ff726d2648797d
320,913,435,2013-05-30,,23.37,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2822247497a4ceb81c2a2635ad6dc95806bb40d1e37baeb0d16069169a9e7ed7
321,916,436,2013-05-30,,23.37,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,22b0751a0a40362a1f5767a7ec702576d3acd1b514cbc0424673d1f57c875448
322,909,437,2013-05-30,,17.38,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,74a4302da858a306dadf2c52bac704f734814ca8e926c6c58bccb7ac269da111
323,912,438,2013-05-30,,17.38,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,04eba6d3b93b52902cbf67ad8cf257fa9280735a96e3ace687dfcb67fa1bf4aa
324,915,439,2013-05-30,,17.38,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a2bd3d1e85da1d76bb25f59efbf2a2d80748667d519619a384efd78820c86697
325,908,440,2013-05-30,,12.04,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6f54db740d564f74639366794d7459e82002d0baf9f26efa99bff8091224b7de
326,911,441,2013-05-30,,12.04,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3836722f0d174b2e559c616d316baf59babb4ecfd6ce1f83a9683ed70584c05b
327,914,442,2013-05-30,,12.04,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,52b78509fa4adf64a4780b81ba949d31dd5e6089080f6b3832c0a7f59ab9b1d2
328,871,443,2013-05-30,,3.74,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,5285c915ddfd3f6b7362692349082e72df8be409d45404eebbd53e3f4725de99
329,872,444,2013-05-30,,3.36,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,63530a886f86f6eb0508ad5c996e67199fdba0be6852b07f284c6c08b7b41073
330,870,445,2013-05-30,,1.87,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,76b4328003289e642f9b649b8b7d1e421c9f81c161335151eea5f08ea4793123
331,907,446,2013-05-30,,47.29,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,9096164c692839242d3a6be1d212eb5dc07771be8769338fe7aeb3c1ee389fa8
332,948,447,2013-05-30,,47.29,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,dd624940ffd34b5caede78661640beb3a3ff57085b9ff9e159fe8f714b521d14
333,810,448,2012-05-30,2013-05-29,48.55,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b3534360a2cff8c385cf34bd2fc4fe83d39aa6f8622d721a2bf6923a8f528c8c
334,810,448,2013-05-30,,53.4,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a173982dfb4137fd6a402bc5ef6db04695e770bf972337610916efdca950a46d
335,813,449,2012-05-30,2013-05-29,48.55,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,98652e6ece1dbb2fc4e7f3c20f12b52021c1c7c58ffe3e9b453d702816733f2d
336,813,449,2013-05-30,,53.4,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,fb52649f7c2695ce8d60f810dd307acc3e218166eea3e239615cfb18e1ddf543
337,947,450,2013-05-30,,40.66,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8b58c7695e736b8598fa705b009e7b6a6f4e1acce34b825d582b4a003fc9eaa9
338,809,451,2012-05-30,2013-05-29,24.99,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,5373f9a958f2cce8a75eb94e34b375b438e112210f4e97c17bea93a27fb1fc63
339,809,451,2013-05-30,,27.49,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c61942dc75eae652bff17712e6767964372f00d7a8614fda03c0fca6085b6cac
340,812,452,2012-05-30,2013-05-29,24.99,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,5c2ea4523560c92e2d415481d4a3e74ebf3f6a2dd85414dc1e1f8f6dd0c2f318
341,812,452,2013-05-30,,27.49,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,fa21098240f252d0c48d9fd2df897b1e500e5663da8f382f682d8e7a785e2fc8
342,946,453,2013-05-30,,20.46,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,125311823120e1d484ff68eebd4838f37b0d1849b8e6ff1e35239d04f41fb8b9
343,808,454,2012-05-30,2013-05-29,17.98,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,51addd0119c87f21f78cceb941db0918c545ace8aff22366a528b77f87071ca3
344,808,454,2013-05-30,,19.78,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,93be2d5e5f71fc20c33f8d34d099ec118a649f26e5825c060e81f152a5fb7977
345,811,455,2012-05-30,2013-05-29,17.98,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,5ddb231b30834659f5cce231c0682f7d76dbd1e6ed72b77eb30295f0974adbbe
346,811,455,2013-05-30,,19.78,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,84228c0db88b390898131679b234c5079cd972ee90418281c8298df968399feb
347,867,456,2013-05-30,,26.18,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7b76c9e2fd723573e4c2f85d0e57244585af4ae96997281f1edcd23cad1c2e86
348,868,457,2013-05-30,,26.18,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ebfb675d3e2252b6eb80ed1b85f7af23332738c6bcbcce320a52aff3b1d61efb
349,869,458,2013-05-30,,26.18,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,154d3c728326e94938e47d15736a996fcee9378789656b32461295070ee54292
350,841,459,2012-05-30,2013-05-29,24.75,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,10e35db5196eb5cce9196b301e18b1071c4d2312ebed34d69f3d40626d82db36
351,849,460,2012-05-30,2013-05-29,24.75,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,154b339f52161e431882012c2aa5ad72b7a43049c99e33066e1b5f453166bc36
352,850,461,2012-05-30,2013-05-29,24.75,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,1827485093110db14811fc8bd7ef556b9d9639f3028ea7455baaef8c42904e9d
353,851,462,2012-05-30,2013-05-29,24.75,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8443f39e5298dfdf8c0bdb1d15b745f2625bfe9865dfe4f02012cef911d7c26e
354,879,463,2013-05-30,,59.47,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,370b3e5f15c9ca0c42cc3270e2f4117eff6a40870d01dff8979ab91adf36abfb
355,842,464,2012-05-30,2013-05-29,51.56,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,94d04d9dfe9b8ab956a5d6a67b8f55f421092ca0069b4f39ecf784a448dd9707
356,880,465,2013-05-30,,20.57,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6e8e3a1d1cd0ad167b91d9f14e929d22318643f7e6a7fd436ac66647335a9acb
357,807,466,2012-05-30,2013-05-29,55.38,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0f2293499c3ab69e0c2bc8980e29b18e6b2e9678d14d8ea39f8a5c7c1c2cb2a3
358,806,467,2012-05-30,2013-05-29,45.42,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e8baca4b1dd8dc007f2d6479450ca45d683ad7ee9b873169488b870fec321757
359,805,468,2012-05-30,2013-05-29,15.18,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8124f93ece7954fc6843bacdd3c916ae1ce630002cd249855a72c94941b06c72
360,852,469,2012-05-30,2013-05-29,30.93,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6b2c336bb5b3f57d300431999a118dca09440307e801a97c858696a2ba6a9f9a
361,853,470,2012-05-30,2013-05-29,30.93,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,95fab6ff4158553ffd858037c00c959e9ced9855db336e8f2b2e4c6ff6ab85d2
362,854,471,2012-05-30,2013-05-29,30.93,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a5b45f71512511842ae94cd12a9c964ef1a43a99ecff8172d234c128e62a3070
363,828,472,2012-05-30,2013-05-29,158.53,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2935f1227dd4f83d84214b712f03760ce15bdb732693819541a43f0587c751c3
364,820,473,2012-05-30,2013-05-29,146.55,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,98dda753a47bf0af4c84574e38cdf99c38c3541f0cee8cac3ee410fe1be6442e
365,825,474,2012-05-30,2013-05-29,145.28,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,06897da00edb864489e8c16a75d53c015736ca6d37d10808c14d5d8b8ba18470
366,817,475,2012-05-30,2013-05-29,133.3,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,83a3f28e80100272cd30388d75d6b792c7dcf64ab3c310a2cee40b99f7eb1054
367,827,476,2012-05-30,2013-05-29,122.27,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3339e2f74f41d17e8afa988ba741768b329f500da558763c09d06d9da06195b6
368,819,477,2012-05-30,2013-05-29,110.28,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c65126fc370fb730fc8d3715fa4cafb09c51ef1b5cbab823c827c229d7578be5
369,829,478,2012-05-30,2013-05-29,108.78,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,bee6b91ce6860063276b52aa03b8644dad56d9c5e8de12433ec582b99493237d
370,824,479,2012-05-30,2013-05-29,104.8,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b41f3ed826edd62ac03e22e0b7f88804c7c74a763eda9f4473612e0356044c69
371,821,480,2012-05-30,2013-05-29,96.8,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,108390d4fd7090d49448d0e51d96081385998b7e25329bcd5eeb1adcb344fd1a
372,816,481,2012-05-30,2013-05-29,92.81,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,619321c4f2212c1119d368ae346902a4b7e83f9db5652d2f854054b0ffdbb9eb
373,826,482,2012-05-30,2013-05-29,49.98,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,45dcd2a438aafcdca18703ba48dac031ba8dff4aed5b42dc281e1b46c1866ceb
374,823,483,2012-05-30,2013-05-29,38.96,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e91b40a9217d4fb57fc79ebcf9b9234399562699b6e67ab6c6be666ab5ce8376
375,818,484,2012-05-30,2013-05-29,37.99,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a9b9690b0854ab0baef2bcd7786edd37bf1e2e4e3defe5d9f79be7dca6b91bd2
376,815,485,2012-05-30,2013-05-29,26.97,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e6674aab63dd868ad29e88775bcb3600aabf9fd08b3d38541d01f2ab8a7d084f
377,709,486,2011-05-31,2012-05-29,3.4,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,868570839101b5b0cd96819d77c8a88a0b465ea1804d8c76d7094ff04d931882
378,710,487,2011-05-31,2012-05-29,3.4,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e61b1e81f4416565fb2ec56e06d49d07d6899dacb9951035005b972b32804872
379,874,488,2013-05-30,,3.36,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,739c36b0585d3f3036519aeb2704fc170c04fc26ee090686d66456d42a4b90ab
380,875,489,2013-05-30,,3.36,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8e1ed074b9bb1b3bed6c95f4a8db99fc23a4f4ddfd8001a1035d0c14d0667270
381,855,490,2012-05-30,2013-05-29,37.12,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,94e56965eb5aa866558751bfde8f9787009fad849d2ff135760f4eea14439414
382,856,491,2012-05-30,2013-05-29,37.12,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,18eb13313268d4fbd33395068d3f7f19ea5db33ab00a84ab4a227a9d6ca7e60a
383,857,492,2012-05-30,2013-05-29,37.12,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e26c9c33ab16b2f11a3a1d1eb5682288fd837d3a56ca2db3bcd53659fa3f4d06
384,952,493,2013-05-30,,8.99,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,5fe7322c64020fdaff42465f24099569450232eededda6bae66e8575c2f15a5f
385,930,494,2013-05-30,,13.09,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c19a8413abdd1a1d68efe8295bc25f1622f7cdb6d5bbc39ea20a3223b242401e
386,933,495,2013-05-30,,12.19,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4895e513fc694d442bb3843a022419368bf75da16c1b3c6d68a1fd3d3ef16743
387,929,496,2013-05-30,,11.22,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,20ef254968af0cf2b3bf11e62e9002255e006b4cefc3cde0d5a4faab445adb60
388,934,497,2013-05-30,,10.84,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,093e34c469d2186e75ec884124719d9559896c629ffc9d18828f93cb2c39161d
389,928,498,2013-05-30,,9.35,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e41fc95781a455a2f93d2875c92a1f7733baa1c194e3fa2fcfe0404318e4a068
390,932,499,2013-05-30,,9.35,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8aa0445e2d776cb50b9e58c1e86d909e037623a9e5f365dde87c38e2a79aa127
391,931,500,2013-05-30,,8.04,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f21c5aad2e12abf28905077042a6467e37fda9b3da820ddf94a91a659c448f25
392,921,501,2013-05-30,,1.87,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,cd7ae7d6f8515159610240073cbaa50cc2d6e6d790daaac2911ba8230e65a30d
393,923,502,2013-05-30,,1.87,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a537a8dd66b57c5d0afafb1036cd7d759130bc28fe0d401d3e465cdbe274d58d
394,922,503,2013-05-30,,1.49,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,74eee12597e167ff844cafa9c7ded62a24f669140e286883dd4a756ab7b464e8
395,873,504,2013-05-30,,0.86,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,01058ce31e7155c9ff95ee2e45461ae9dc7195e6b4c132b74b7f3b1e655d67c5
396,843,505,2012-05-30,2013-05-29,10.31,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,df7b9153af6f1e4db88fbc74caf812bd43b5287cec65f55ccd9f681de1a79104
397,954,506,2013-05-30,,1481.94,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,403c70e165633dda7b88d74067b10d1df89fdc1a517cf50cd618238a76bcab68
398,955,507,2013-05-30,,1481.94,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,38aec6c8e07c6a6b8097ac1e553d706921034754d45a5690d08160cf9209bf86
399,956,508,2013-05-30,,1481.94,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,56848eae6761271654249ed1c92f0ae7df6baae63ed1d7882d425ffa4c5ae4e1
400,957,509,2013-05-30,,1481.94,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,19bc8268c67d00ee60b3287a237cb8dad2180e96d3c8c488a0c8ec7d145306ba
401,969,510,2013-05-30,,1481.94,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,216b300f4ee47fc22ed162176230cb0ab7ab2429771f891915d6e6669524e8f3
402,968,511,2013-05-30,,1481.94,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,898e01676a40f46c96c71662bd341fe021678d6cdc8195e8d15e611ead96bea4
403,967,512,2013-05-30,,1481.94,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e0e724603a5146875d3e40ff49228dc86ea1e14ae9c673c0cd41fb9250628f93
404,966,513,2013-05-30,,1481.94,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,fece0afc60335f3d6ce23014791ca6e34e012574f5d7fce15244d2406de7d26d
405,953,514,2013-05-30,,755.15,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e2ed271be681443e557684de276790fb044d2c815f0bca40df683351dd2902cd
406,972,515,2013-05-30,,755.15,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2b0e733dc2db1e3b4a84e94d2b09569331bb97ada28d4b65d6645db1c6a896cd
407,971,516,2013-05-30,,755.15,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f20005555178821cbaaa4c01bb2dc3e41cef87ed3df039c561fe38b1ced3a176
408,970,517,2013-05-30,,755.15,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6ae6b49011080e20b99b7ad3917ec025970d60fea282948316b5b47bcce950d9
409,979,518,2013-05-30,,461.44,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,59512c5f4c3dc488c69ee56ffe18d9aef94c48a8ab88fa7d1b0f284e6d66b6d7
410,978,519,2013-05-30,,461.44,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d8b9d468bcaf4ff1c54ca864d41883fdae3387f4ca858d12da44b13467598814
411,965,520,2013-05-30,,461.44,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4f85d02a58ad0a3ada0b705a496bbd229d69afdfaef4b6297fb9feba1a0d7d4c
412,964,521,2013-05-30,,461.44,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,1e51952b6d42e798d4e830f4d35691b3fe5e4bceb912ebfd529cf30d30963094
413,963,522,2013-05-30,,461.44,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,da76abd3a654fd63a6108d4b262145bc2736f2414d5deff21c44082532d47fb2
414,962,523,2013-05-30,,461.44,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a23e16e9f8cdec6c313fcaca862d5c3846eab20eed5135218e1e27abcb2fb8c0
415,961,524,2013-05-30,,461.44,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,51e783f1563af782de7e3047fdc697871d45aba1ee10987c39f15e9cdf97af64
416,960,525,2013-05-30,,461.44,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c6b46c74f9e6c8693b65146552424fcb102868efd3ff20c542818b46a0e6c072
417,959,526,2013-05-30,,461.44,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,27f7604302a7c36b2b86fc86a5019adb067b5888f4d7cd6f3802dfc2a05f8765
418,958,527,2013-05-30,,461.44,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3874cf9ace82ae529875faba4be9c52474ef886c94fe22afc228a5e2ac707311
419,845,528,2012-05-30,2013-05-29,10.31,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c42ae0ff9ee04f55c4e24dc66b42c0606752a9884c698680a5a918de766b2136
420,844,529,2012-05-30,2013-05-29,8.25,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,87331e63c555f60913fbcff29a3c48a2c1f5eab7ebfe8bad82c43becc591f61e
421,887,530,2013-05-30,,601.74,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c24be3f96e20def4bc30ad4bc0798b4f39a9ea5d9ef1022cf24052cf70c2e995
422,888,531,2013-05-30,,601.74,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,68c15f2129bfa42c57998d5fe5ba1a6b892560a709e26e5f7edd13fb126fee96
423,889,532,2013-05-30,,601.74,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6c8cdce5f90ad415e90256e4be8f52701e1f9d20007c92f7814a9ca0a1ef4b6c
424,890,533,2013-05-30,,601.74,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f690d30851e9d94918cbdbce276f2e5e38be4ea9069ec67629145c77684922bd
425,891,534,2013-05-30,,601.74,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e848f115c282d790cf3ef0add0deea0df0b2d09c21f324c7850f8e99694a4227
426,892,535,2013-05-30,,601.74,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2e6759775813a8e95534533dedf36f8fae4971820ac66446b46fa618b09e3bd8
427,893,536,2013-05-30,,601.74,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6b510d77bc1abe2c0d0455a2b673960cbc0051a29372bb7ea8599ebbc3450b8d
428,885,537,2013-05-30,,601.74,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c7cac06e08b19f34ab76bc4a8b17844834b9333d200c3ab009edb5939be525cd
429,895,538,2013-05-30,,199.85,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ba7d234303af73dd59b0f54e34355b6cc3368a1de381f61948d18857a605bc79
430,903,539,2013-05-30,,199.85,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c6269852c44276e3198f8e3fa2e36fa40de0dcbcd983351df121aef89358a811
431,902,540,2013-05-30,,199.85,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b39045db82d14264d2e69f8cadaed6ed48004cbf095fb69fcbbfa742ffe14f0c
432,901,541,2013-05-30,,199.85,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,57e7b0f5f09222d2dc9c33c91e2d703c7cbe985654943ccd32bff5ac563e453b
433,900,542,2013-05-30,,199.85,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e92e4f1511bfb45c976727558bd7dbfd2dd57f161adad9f62b19d77b82b8daa2
434,899,543,2013-05-30,,199.85,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,97eafe879461a165a90e1eba2fd096ee6a35efb6310a0a0fea40e221c97b7b22
435,898,544,2013-05-30,,199.85,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,48c17ca1e9e0abb1a6cf8a6f8cb004888a28da2b3c1281d29c85b2804d0fdd36
436,897,545,2013-05-30,,199.85,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e3962629b1460eacd978f9918c3bc22c9fe881168ec23fb892fb6e7911e81b34
437,896,546,2013-05-30,,199.85,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,910f5b3be09c47544d1a58e6945454cb8092d773465e781d1102c914b48deeb4
438,886,547,2013-05-30,,199.85,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b1291c7d78b10879a4009c974117b68c61dcb6568bc7e83a1fb3bfe45453f92e
439,877,548,2013-05-30,,2.97,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c8d78d2f75e7642971bd14c26fbed9ccc54b7f80ad914fbc33d126f9ca636b29
