PURCHASEORDERDETAILKEY,PURCHASEORDERID,PURCHASEORDERDETAILID,PURCHASEORDERHEADERKEY,PRODUCTKEY,DUEDATE,ORDERQTY,UNITPRICE,LINETOTAL,RECEIVEDQTY,REJECTEDQTY,STOCKEDQTY,ORDERDETAILMODIFIEDDATE,ISCURRENT
5071,2031,4539,2563,496,2014-03-05,550,36.56,20108.55,550.0,0.0,550.0,2014-02-26,True
5072,2032,4540,2564,190,2014-03-05,550,46.42,25531.28,550.0,82.0,468.0,2014-02-26,True
5073,2033,4541,2565,157,2014-03-05,3,49.7,149.09,3.0,0.0,3.0,2014-02-26,True
5074,2033,4542,2565,171,2014-03-05,3,45.42,136.27,3.0,0.0,3.0,2014-02-26,True
5075,2033,4543,2565,172,2014-03-05,3,43.32,129.97,3.0,0.0,3.0,2014-02-26,True
5076,2034,4544,2566,184,2014-03-05,3,41.92,125.75,3.0,0.0,3.0,2014-02-26,True
5077,2035,4545,2567,248,2014-03-05,3,50.26,150.79,3.0,0.0,3.0,2014-02-26,True
5078,2036,4546,2568,179,2014-03-05,3,43.55,130.66,3.0,0.0,3.0,2014-02-26,True
5079,2036,4547,2568,180,2014-03-05,3,39.28,117.84,3.0,0.0,3.0,2014-02-26,True
5080,2036,4548,2568,181,2014-03-05,3,37.18,111.54,3.0,0.0,3.0,2014-02-26,True
5081,2036,4549,2568,182,2014-03-05,3,41.45,124.36,3.0,0.0,3.0,2014-02-26,True
5082,2037,4550,2569,126,2014-03-05,550,16.09,8847.3,550.0,0.0,550.0,2014-02-26,True
5083,2038,4551,2570,186,2014-03-05,3,57.03,171.08,3.0,0.0,3.0,2014-02-26,True
5084,2039,4552,2571,117,2014-03-05,550,37.09,20397.3,550.0,0.0,550.0,2014-02-26,True
5085,2040,4553,2572,118,2014-03-05,550,26.6,14628.08,550.0,0.0,550.0,2014-02-26,True
5086,2041,4554,2573,190,2014-03-06,550,46.06,25334.93,550.0,0.0,550.0,2014-02-27,True
5087,2042,4555,2574,217,2014-03-06,3,47.54,142.63,3.0,0.0,3.0,2014-02-27,True
5088,2042,4556,2574,218,2014-03-06,3,43.27,129.81,3.0,0.0,3.0,2014-02-27,True
5089,2043,4557,2575,233,2014-03-06,3,49.7,149.09,3.0,0.0,3.0,2014-02-27,True
5090,2043,4558,2575,234,2014-03-06,3,45.42,136.27,3.0,0.0,3.0,2014-02-27,True
5091,2043,4559,2575,138,2014-03-06,3,43.32,129.97,3.0,0.0,3.0,2014-02-27,True
5092,2044,4560,2576,191,2014-03-06,3,47.47,142.41,3.0,0.0,3.0,2014-02-27,True
5093,2044,4561,2576,192,2014-03-06,3,42.8,128.39,3.0,0.0,3.0,2014-02-27,True
5094,2045,4562,2577,107,2014-03-06,3,45.58,136.74,3.0,0.0,3.0,2014-02-27,True
5095,2045,4563,2577,108,2014-03-06,3,49.85,149.56,3.0,0.0,3.0,2014-02-27,True
5096,2045,4564,2577,97,2014-03-06,3,45.58,136.74,3.0,0.0,3.0,2014-02-27,True
5097,2045,4565,2577,62,2014-03-06,3,43.48,130.44,3.0,0.0,3.0,2014-02-27,True
5098,2045,4566,2577,69,2014-03-06,3,47.75,143.26,3.0,0.0,3.0,2014-02-27,True
5099,2045,4567,2577,68,2014-03-06,3,43.48,130.44,3.0,0.0,3.0,2014-02-27,True
5100,2045,4568,2577,67,2014-03-06,3,41.38,124.14,3.0,0.0,3.0,2014-02-27,True
5101,2045,4569,2577,66,2014-03-06,3,45.65,136.96,3.0,0.0,3.0,2014-02-27,True
5102,2045,4570,2577,65,2014-03-06,3,41.38,124.14,3.0,0.0,3.0,2014-02-27,True
5103,2045,4571,2577,64,2014-03-06,3,39.28,117.84,3.0,0.0,3.0,2014-02-27,True
5104,2045,4572,2577,63,2014-03-06,3,43.55,130.66,3.0,0.0,3.0,2014-02-27,True
5105,2045,4573,2577,61,2014-03-06,3,39.28,117.84,3.0,0.0,3.0,2014-02-27,True
5106,2045,4574,2577,71,2014-03-06,3,37.18,111.54,3.0,0.0,3.0,2014-02-27,True
5107,2045,4575,2577,72,2014-03-06,3,41.45,124.36,3.0,0.0,3.0,2014-02-27,True
5108,2046,4576,2578,6,2014-03-06,550,62.99,34644.23,468.0,0.0,468.0,2014-02-27,True
5109,2047,4577,2579,191,2014-03-06,3,45.37,136.11,3.0,0.0,3.0,2014-02-27,True
5110,2047,4578,2579,192,2014-03-06,3,40.49,121.46,3.0,0.0,3.0,2014-02-27,True
5111,2047,4579,2579,193,2014-03-06,60,26.37,1581.93,60.0,0.0,60.0,2014-02-27,True
5112,2048,4580,2580,121,2014-03-06,3,48.76,146.29,3.0,0.0,3.0,2014-02-27,True
5113,2049,4581,2581,156,2014-03-06,3,34.19,102.56,3.0,0.0,3.0,2014-02-27,True
5114,2050,4582,2582,194,2014-03-06,3,50.26,150.79,3.0,0.0,3.0,2014-02-27,True
5115,2051,4583,2583,119,2014-03-06,550,10.73,5902.05,550.0,0.0,550.0,2014-02-27,True
5116,2051,4584,2583,120,2014-03-06,550,14.12,7767.38,550.0,0.0,550.0,2014-02-27,True
5117,2052,4585,2584,151,2014-03-06,60,50.26,3015.81,60.0,9.0,51.0,2014-02-27,True
5118,2052,4586,2584,152,2014-03-06,60,57.15,3429.09,60.0,0.0,60.0,2014-02-27,True
5119,2053,4587,2585,434,2014-03-06,550,40.94,22516.73,550.0,0.0,550.0,2014-02-27,True
5120,2053,4588,2585,441,2014-03-06,550,21.09,11601.98,550.0,0.0,550.0,2014-02-27,True
5121,2053,4589,2585,438,2014-03-06,550,30.44,16741.73,550.0,0.0,550.0,2014-02-27,True
5122,2054,4590,2586,111,2014-03-06,60,9.2,551.88,60.0,0.0,60.0,2014-02-27,True
5123,2055,4591,2587,162,2014-03-06,550,5.78,3176.25,550.0,0.0,550.0,2014-02-27,True
5124,2055,4592,2587,163,2014-03-06,550,1.16,635.25,523.0,0.0,523.0,2014-02-27,True
5125,2055,4593,2587,132,2014-03-06,550,5.78,3176.25,550.0,0.0,550.0,2014-02-27,True
5126,2056,4594,2588,112,2014-03-06,550,23.39,12866.7,468.0,0.0,468.0,2014-02-27,True
5127,2056,4595,2588,113,2014-03-06,550,27.65,15205.58,550.0,0.0,550.0,2014-02-27,True
5128,2057,4596,2589,164,2014-03-07,550,1.37,750.75,550.0,0.0,550.0,2014-02-28,True
5129,2057,4597,2589,5,2014-03-07,550,62.99,34644.23,550.0,0.0,550.0,2014-02-28,True
5130,2057,4598,2589,131,2014-03-07,550,3.49,1917.3,550.0,0.0,550.0,2014-02-28,True
5131,2058,4599,2590,162,2014-03-07,550,6.2,3407.25,550.0,0.0,550.0,2014-02-28,True
5132,2058,4600,2590,163,2014-03-07,550,1.47,808.5,550.0,0.0,550.0,2014-02-28,True
5133,2058,4601,2590,132,2014-03-07,550,6.2,3407.25,550.0,0.0,550.0,2014-02-28,True
5134,2059,4602,2591,112,2014-03-07,550,22.17,12191.03,550.0,0.0,550.0,2014-02-28,True
5135,2059,4603,2591,113,2014-03-07,550,29.28,16106.48,550.0,0.0,550.0,2014-02-28,True
5136,2060,4604,2592,150,2014-03-07,3,19.98,59.94,3.0,0.0,3.0,2014-02-28,True
5137,2061,4605,2593,159,2014-03-07,3,34.87,104.61,3.0,0.0,3.0,2014-02-28,True
5138,2061,4606,2593,160,2014-03-07,3,39.14,117.43,3.0,0.0,3.0,2014-02-28,True
5139,2062,4607,2594,9,2014-03-07,550,31.49,17319.23,550.0,82.0,468.0,2014-02-28,True
5140,2062,4608,2594,7,2014-03-07,550,48.29,26559.23,550.0,0.0,550.0,2014-02-28,True
5141,2063,4609,2595,238,2014-03-07,3,36.97,110.91,3.0,0.0,3.0,2014-02-28,True
5142,2063,4610,2595,239,2014-03-07,3,41.24,123.73,3.0,0.0,3.0,2014-02-28,True
5143,2063,4611,2595,240,2014-03-07,3,36.97,110.91,3.0,0.0,3.0,2014-02-28,True
5144,2064,4612,2596,135,2014-03-07,550,15.89,8737.58,550.0,0.0,550.0,2014-02-28,True
5145,2064,4613,2596,136,2014-03-07,550,11.67,6416.03,550.0,0.0,550.0,2014-02-28,True
5146,2065,4614,2597,211,2014-03-07,3,47.47,142.41,3.0,0.0,3.0,2014-02-28,True
5147,2066,4615,2598,115,2014-03-07,550,23.08,12693.45,468.0,0.0,468.0,2014-02-28,True
5148,2066,4616,2598,116,2014-03-07,550,29.27,16100.7,550.0,0.0,550.0,2014-02-28,True
5149,2066,4617,2598,117,2014-03-07,550,34.98,19236.53,550.0,0.0,550.0,2014-02-28,True
5150,2067,4618,2599,212,2014-03-07,3,45.37,136.11,3.0,0.0,3.0,2014-02-28,True
5151,2067,4619,2599,213,2014-03-07,3,49.64,148.93,3.0,0.0,3.0,2014-02-28,True
5152,2067,4620,2599,214,2014-03-07,3,45.37,136.11,3.0,0.0,3.0,2014-02-28,True
5153,2067,4621,2599,215,2014-03-07,3,43.27,129.81,3.0,0.0,3.0,2014-02-28,True
5154,2067,4622,2599,216,2014-03-07,3,47.54,142.63,3.0,0.0,3.0,2014-02-28,True
5155,2067,4623,2599,217,2014-03-07,3,43.27,129.81,3.0,0.0,3.0,2014-02-28,True
5156,2068,4624,2600,109,2014-03-07,550,2.32,1276.28,550.0,0.0,550.0,2014-02-28,True
5157,2069,4625,2601,122,2014-03-07,550,3.64,2003.93,550.0,0.0,550.0,2014-02-28,True
5158,2070,4626,2602,440,2014-03-07,550,21.09,11601.98,550.0,0.0,550.0,2014-02-28,True
5159,2070,4627,2602,437,2014-03-07,550,30.44,16741.73,550.0,55.0,495.0,2014-02-28,True
5160,2070,4628,2602,435,2014-03-07,550,40.94,22516.73,550.0,0.0,550.0,2014-02-28,True
5161,2071,4629,2603,165,2014-03-07,60,3.6,216.09,60.0,0.0,60.0,2014-02-28,True
5162,2071,4630,2603,166,2014-03-07,60,3.98,238.77,60.0,0.0,60.0,2014-02-28,True
5163,2072,4631,2604,9,2014-03-07,550,31.49,17319.23,550.0,82.0,468.0,2014-02-28,True
5164,2072,4632,2604,7,2014-03-07,550,48.29,26559.23,550.0,0.0,550.0,2014-02-28,True
5165,2073,4633,2605,120,2014-03-10,550,12.97,7132.13,550.0,0.0,550.0,2014-03-03,True
5166,2074,4634,2606,441,2014-03-10,550,21.09,11601.98,550.0,0.0,550.0,2014-03-03,True
5167,2074,4635,2606,438,2014-03-10,550,30.44,16741.73,550.0,0.0,550.0,2014-03-03,True
5168,2075,4636,2607,434,2014-03-10,550,40.94,22516.73,550.0,0.0,550.0,2014-03-03,True
5169,2076,4637,2608,4,2014-03-10,550,62.99,34644.23,468.0,0.0,468.0,2014-03-03,True
5170,2077,4638,2609,84,2014-03-10,3,39.12,117.37,3.0,0.0,3.0,2014-03-03,True
5171,2077,4639,2609,145,2014-03-10,3,43.4,130.19,3.0,0.0,3.0,2014-03-03,True
5172,2077,4640,2609,134,2014-03-10,3,39.12,117.37,3.0,0.0,3.0,2014-03-03,True
5173,2078,4641,2610,73,2014-03-10,3,47.68,143.04,3.0,0.0,3.0,2014-03-03,True
5174,2079,4642,2611,115,2014-03-10,550,23.4,12872.48,550.0,0.0,550.0,2014-03-03,True
5175,2079,4643,2611,116,2014-03-10,550,27.87,15326.85,550.0,0.0,550.0,2014-03-03,True
5176,2080,4644,2612,123,2014-03-10,550,6.75,3713.33,550.0,0.0,550.0,2014-03-03,True
5177,2081,4645,2613,114,2014-03-10,550,36.28,19952.63,550.0,0.0,550.0,2014-03-03,True
5178,2082,4646,2614,151,2014-03-10,60,50.75,3044.79,60.0,9.0,51.0,2014-03-03,True
5179,2082,4647,2614,152,2014-03-10,60,58.26,3495.87,60.0,0.0,60.0,2014-03-03,True
5180,2083,4648,2615,119,2014-03-10,550,10.38,5711.48,550.0,0.0,550.0,2014-03-03,True
5181,2084,4649,2616,231,2014-03-10,3,47.68,143.04,3.0,0.0,3.0,2014-03-03,True
5182,2084,4650,2616,232,2014-03-10,3,45.58,136.74,3.0,0.0,3.0,2014-03-03,True
5183,2085,4651,2617,149,2014-03-10,3,12.72,38.15,3.0,0.0,3.0,2014-03-03,True
5184,2085,4652,2617,150,2014-03-10,3,19.94,59.82,3.0,0.0,3.0,2014-03-03,True
5185,2086,4653,2618,124,2014-03-10,3,38.16,114.47,3.0,0.0,3.0,2014-03-03,True
5186,2087,4654,2619,110,2014-03-10,3,44.22,132.65,3.0,0.0,3.0,2014-03-03,True
5187,2088,4655,2620,10,2014-03-10,550,31.49,17319.23,550.0,0.0,550.0,2014-03-03,True
5188,2088,4656,2620,8,2014-03-10,550,48.29,26559.23,550.0,0.0,550.0,2014-03-03,True
5189,2089,4657,2621,167,2014-03-11,60,6.98,418.95,60.0,0.0,60.0,2014-03-04,True
5190,2090,4658,2622,101,2014-03-11,3,43.48,130.44,3.0,0.0,3.0,2014-03-04,True
5191,2090,4659,2622,102,2014-03-11,3,47.75,143.26,3.0,0.0,3.0,2014-03-04,True
5192,2090,4660,2622,103,2014-03-11,3,43.48,130.44,3.0,0.0,3.0,2014-03-04,True
5193,2091,4661,2623,165,2014-03-11,60,3.38,202.86,60.0,0.0,60.0,2014-03-04,True
5194,2091,4662,2623,166,2014-03-11,60,4.32,258.93,60.0,0.0,60.0,2014-03-04,True
5195,2092,4663,2624,241,2014-03-11,3,43.34,130.03,3.0,0.0,3.0,2014-03-04,True
5196,2092,4664,2624,242,2014-03-11,3,39.07,117.21,3.0,0.0,3.0,2014-03-04,True
5197,2093,4665,2625,149,2014-03-11,3,12.36,37.08,3.0,0.0,3.0,2014-03-04,True
5198,2094,4666,2626,118,2014-03-11,550,39.2,21558.08,550.0,0.0,550.0,2014-03-04,True
5199,2095,4667,2627,227,2014-03-11,3,47.65,142.95,3.0,0.0,3.0,2014-03-04,True
5200,2095,4668,2627,228,2014-03-11,3,43.38,130.13,3.0,0.0,3.0,2014-03-04,True
5201,2095,4669,2627,229,2014-03-11,3,41.28,123.83,3.0,0.0,3.0,2014-03-04,True
5202,2095,4670,2627,230,2014-03-11,3,45.55,136.65,3.0,0.0,3.0,2014-03-04,True
5203,2096,4671,2628,500,2014-03-11,550,34.87,19178.78,468.0,0.0,468.0,2014-03-04,True
5204,2096,4672,2628,499,2014-03-11,550,39.76,21869.93,550.0,0.0,550.0,2014-03-04,True
5205,2096,4673,2628,495,2014-03-11,550,43.98,24191.48,550.0,0.0,550.0,2014-03-04,True
5206,2096,4674,2628,497,2014-03-11,550,38.15,20980.58,550.0,0.0,550.0,2014-03-04,True
5207,2097,4675,2629,86,2014-03-11,3,47.75,143.26,3.0,0.0,3.0,2014-03-04,True
5208,2097,4676,2629,87,2014-03-11,3,43.48,130.44,3.0,0.0,3.0,2014-03-04,True
5209,2097,4677,2629,88,2014-03-11,3,41.38,124.14,3.0,0.0,3.0,2014-03-04,True
5210,2097,4678,2629,89,2014-03-11,3,45.65,136.96,3.0,0.0,3.0,2014-03-04,True
5211,2097,4679,2629,90,2014-03-11,3,41.38,124.14,3.0,0.0,3.0,2014-03-04,True
5212,2097,4680,2629,91,2014-03-11,3,39.28,117.84,3.0,0.0,3.0,2014-03-04,True
5213,2098,4681,2630,160,2014-03-11,3,45.55,136.65,3.0,0.0,3.0,2014-03-04,True
5214,2099,4682,2631,500,2014-03-11,550,34.35,18890.03,550.0,0.0,550.0,2014-03-04,True
5215,2099,4683,2631,499,2014-03-11,550,39.24,21581.18,550.0,0.0,550.0,2014-03-04,True
5216,2100,4684,2632,204,2014-03-11,3,47.47,142.41,3.0,0.0,3.0,2014-03-04,True
5217,2100,4685,2632,205,2014-03-11,3,45.37,136.11,3.0,0.0,3.0,2014-03-04,True
5218,2100,4686,2632,206,2014-03-11,3,49.64,148.93,3.0,0.0,3.0,2014-03-04,True
5219,2101,4687,2633,494,2014-03-11,550,43.04,23671.73,550.0,0.0,550.0,2014-03-04,True
5220,2102,4688,2634,203,2014-03-11,550,10.82,5948.25,550.0,82.0,468.0,2014-03-04,True
5221,2103,4689,2635,447,2014-03-11,550,82.83,45558.98,550.0,0.0,550.0,2014-03-04,True
5222,2103,4690,2635,446,2014-03-11,550,82.83,45558.98,550.0,0.0,550.0,2014-03-04,True
5223,2104,4691,2636,183,2014-03-11,1250,0.21,262.5,1250.0,1250.0,0.0,2014-03-04,True
5224,2104,4692,2636,197,2014-03-11,1250,0.21,262.5,1250.0,1250.0,0.0,2014-03-04,True
5225,2105,4693,2637,191,2014-03-12,3,49.64,148.93,3.0,0.0,3.0,2014-03-05,True
5226,2105,4694,2637,192,2014-03-12,3,44.32,132.96,3.0,0.0,3.0,2014-03-05,True
5227,2105,4695,2637,193,2014-03-12,60,28.7,1721.79,60.0,0.0,60.0,2014-03-05,True
5228,2106,4696,2638,494,2014-03-12,550,42.51,23382.98,468.0,0.0,468.0,2014-03-05,True
5229,2106,4697,2638,501,2014-03-12,550,5.59,3072.3,550.0,0.0,550.0,2014-03-05,True
5230,2107,4698,2639,493,2014-03-12,60,15.74,944.37,60.0,0.0,60.0,2014-03-05,True
5231,2108,4699,2640,495,2014-03-12,550,43.46,23902.73,550.0,0.0,550.0,2014-03-05,True
5232,2108,4700,2640,497,2014-03-12,550,37.62,20691.83,550.0,0.0,550.0,2014-03-05,True
5233,2108,4701,2640,503,2014-03-12,550,6.53,3592.05,550.0,0.0,550.0,2014-03-05,True
5234,2108,4702,2640,502,2014-03-12,550,6.18,3401.48,550.0,0.0,550.0,2014-03-05,True
5235,2109,4703,2641,188,2014-03-12,550,29.58,16268.18,550.0,0.0,550.0,2014-03-05,True
5236,2109,4704,2641,189,2014-03-12,550,36.1,19854.45,550.0,0.0,550.0,2014-03-05,True
5237,2109,4705,2641,190,2014-03-12,550,48.58,26720.93,550.0,0.0,550.0,2014-03-05,True
5238,2110,4706,2642,498,2014-03-12,550,32.25,17735.03,550.0,0.0,550.0,2014-03-05,True
5239,2110,4707,2642,496,2014-03-12,550,36.56,20108.55,550.0,55.0,495.0,2014-03-05,True
5240,2111,4708,2643,190,2014-03-12,550,46.42,25531.28,550.0,0.0,550.0,2014-03-05,True
5241,2112,4709,2644,173,2014-03-12,3,47.6,142.79,3.0,0.0,3.0,2014-03-05,True
5242,2112,4710,2644,174,2014-03-12,3,43.32,129.97,3.0,0.0,3.0,2014-03-05,True
5243,2113,4711,2645,184,2014-03-12,3,41.92,125.75,3.0,0.0,3.0,2014-03-05,True
5244,2114,4712,2646,248,2014-03-12,3,50.26,150.79,3.0,0.0,3.0,2014-03-05,True
5245,2115,4713,2647,196,2014-03-12,3,37.18,111.54,3.0,0.0,3.0,2014-03-05,True
5246,2116,4714,2648,126,2014-03-12,550,16.09,8847.3,468.0,0.0,468.0,2014-03-05,True
5247,2117,4715,2649,186,2014-03-12,3,57.03,171.08,3.0,0.0,3.0,2014-03-05,True
5248,2118,4716,2650,117,2014-03-12,550,37.09,20397.3,550.0,0.0,550.0,2014-03-05,True
5249,2119,4717,2651,118,2014-03-12,550,26.6,14628.08,550.0,0.0,550.0,2014-03-05,True
5250,2120,4718,2652,188,2014-03-12,550,27.06,14882.18,550.0,0.0,550.0,2014-03-05,True
5251,2120,4719,2652,189,2014-03-12,550,33.58,18468.45,550.0,55.0,495.0,2014-03-05,True
5252,2120,4720,2652,190,2014-03-12,550,46.06,25334.93,550.0,0.0,550.0,2014-03-05,True
5253,2121,4721,2653,219,2014-03-13,3,41.17,123.51,3.0,0.0,3.0,2014-03-06,True
5254,2121,4722,2653,220,2014-03-13,3,45.44,136.33,3.0,0.0,3.0,2014-03-06,True
5255,2121,4723,2653,221,2014-03-13,3,41.17,123.51,3.0,0.0,3.0,2014-03-06,True
5256,2121,4724,2653,209,2014-03-13,3,39.07,117.21,3.0,0.0,3.0,2014-03-06,True
5257,2122,4725,2654,86,2014-03-13,3,47.6,142.79,3.0,0.0,3.0,2014-03-06,True
5258,2122,4726,2654,87,2014-03-13,3,43.32,129.97,3.0,0.0,3.0,2014-03-06,True
5259,2123,4727,2655,193,2014-03-13,60,25.42,1525.23,60.0,0.0,60.0,2014-03-06,True
5260,2124,4728,2656,85,2014-03-13,3,41.22,123.67,3.0,0.0,3.0,2014-03-06,True
5261,2124,4729,2656,98,2014-03-13,3,45.5,136.49,3.0,0.0,3.0,2014-03-06,True
5262,2125,4730,2657,6,2014-03-13,550,62.99,34644.23,550.0,0.0,550.0,2014-03-06,True
5263,2126,4731,2658,191,2014-03-13,3,45.37,136.11,3.0,0.0,3.0,2014-03-06,True
5264,2126,4732,2658,192,2014-03-13,3,40.49,121.46,3.0,0.0,3.0,2014-03-06,True
5265,2126,4733,2658,193,2014-03-13,60,26.37,1581.93,60.0,0.0,60.0,2014-03-06,True
5266,2127,4734,2659,121,2014-03-13,3,48.76,146.29,3.0,0.0,3.0,2014-03-06,True
5267,2128,4735,2660,156,2014-03-13,3,34.19,102.56,3.0,0.0,3.0,2014-03-06,True
5268,2129,4736,2661,194,2014-03-13,3,50.26,150.79,3.0,0.0,3.0,2014-03-06,True
5269,2130,4737,2662,119,2014-03-13,550,10.73,5902.05,550.0,0.0,550.0,2014-03-06,True
5270,2130,4738,2662,120,2014-03-13,550,14.12,7767.38,550.0,55.0,495.0,2014-03-06,True
5271,2131,4739,2663,153,2014-03-13,60,53.2,3192.21,60.0,0.0,60.0,2014-03-06,True
5272,2131,4740,2663,154,2014-03-13,60,63.69,3821.58,60.0,0.0,60.0,2014-03-06,True
5273,2131,4741,2663,155,2014-03-13,60,48.91,2934.54,60.0,3.0,57.0,2014-03-06,True
5274,2132,4742,2664,435,2014-03-13,550,40.94,22516.73,550.0,82.0,468.0,2014-03-06,True
5275,2132,4743,2664,442,2014-03-13,550,21.09,11601.98,550.0,0.0,550.0,2014-03-06,True
5276,2133,4744,2665,111,2014-03-13,60,9.2,551.88,60.0,0.0,60.0,2014-03-06,True
5277,2134,4745,2666,162,2014-03-13,550,5.78,3176.25,550.0,0.0,550.0,2014-03-06,True
5278,2134,4746,2666,163,2014-03-13,550,1.16,635.25,550.0,0.0,550.0,2014-03-06,True
5279,2135,4747,2667,112,2014-03-13,550,23.39,12866.7,550.0,0.0,550.0,2014-03-06,True
5280,2135,4748,2667,113,2014-03-13,550,27.65,15205.58,523.0,0.0,523.0,2014-03-06,True
5281,2136,4749,2668,164,2014-03-13,550,1.37,750.75,468.0,0.0,468.0,2014-03-06,True
5282,2136,4750,2668,5,2014-03-13,550,62.99,34644.23,550.0,0.0,550.0,2014-03-06,True
5283,2136,4751,2668,131,2014-03-13,550,3.49,1917.3,550.0,0.0,550.0,2014-03-06,True
5284,2137,4752,2669,162,2014-03-14,550,6.2,3407.25,550.0,0.0,550.0,2014-03-07,True
5285,2137,4753,2669,163,2014-03-14,550,1.47,808.5,550.0,0.0,550.0,2014-03-07,True
5286,2137,4754,2669,132,2014-03-14,550,6.2,3407.25,550.0,0.0,550.0,2014-03-07,True
5287,2138,4755,2670,112,2014-03-14,550,22.17,12191.03,550.0,0.0,550.0,2014-03-07,True
5288,2138,4756,2670,113,2014-03-14,550,29.28,16106.48,550.0,0.0,550.0,2014-03-07,True
5289,2139,4757,2671,150,2014-03-14,3,19.98,59.94,3.0,0.0,3.0,2014-03-07,True
5290,2140,4758,2672,204,2014-03-14,3,41.17,123.51,3.0,0.0,3.0,2014-03-07,True
5291,2140,4759,2672,205,2014-03-14,3,39.07,117.21,3.0,0.0,3.0,2014-03-07,True
5292,2140,4760,2672,206,2014-03-14,3,43.34,130.03,3.0,0.0,3.0,2014-03-07,True
5293,2141,4761,2673,9,2014-03-14,550,31.49,17319.23,550.0,0.0,550.0,2014-03-07,True
5294,2141,4762,2673,7,2014-03-14,550,48.29,26559.23,550.0,0.0,550.0,2014-03-07,True
5295,2142,4763,2674,241,2014-03-14,3,43.22,129.65,3.0,0.0,3.0,2014-03-07,True
5296,2142,4764,2674,242,2014-03-14,3,47.49,142.47,3.0,0.0,3.0,2014-03-07,True
5297,2143,4765,2675,137,2014-03-14,550,11.09,6098.4,550.0,0.0,550.0,2014-03-07,True
5298,2143,4766,2675,104,2014-03-14,550,15.89,8737.58,550.0,0.0,550.0,2014-03-07,True
5299,2143,4767,2675,139,2014-03-14,550,11.67,6416.03,550.0,0.0,550.0,2014-03-07,True
5300,2144,4768,2676,211,2014-03-14,3,47.47,142.41,3.0,0.0,3.0,2014-03-07,True
5301,2145,4769,2677,115,2014-03-14,550,23.08,12693.45,550.0,0.0,550.0,2014-03-07,True
5302,2145,4770,2677,116,2014-03-14,550,29.27,16100.7,523.0,0.0,523.0,2014-03-07,True
5303,2145,4771,2677,117,2014-03-14,550,34.98,19236.53,550.0,0.0,550.0,2014-03-07,True
5304,2146,4772,2678,218,2014-03-14,3,41.17,123.51,3.0,0.0,3.0,2014-03-07,True
5305,2146,4773,2678,442,2014-03-14,550,21.09,11601.98,550.0,0.0,550.0,2014-03-07,True
5306,2146,4774,2678,439,2014-03-14,550,30.44,16741.73,550.0,0.0,550.0,2014-03-07,True
5307,2146,4775,2678,436,2014-03-14,550,40.94,22516.73,550.0,0.0,550.0,2014-03-07,True
5308,2147,4776,2679,109,2014-03-14,550,2.32,1276.28,550.0,0.0,550.0,2014-03-07,True
5309,2148,4777,2680,122,2014-03-14,550,3.64,2003.93,550.0,0.0,550.0,2014-03-07,True
5310,2149,4778,2681,440,2014-03-14,550,21.09,11601.98,550.0,0.0,550.0,2014-03-07,True
5311,2149,4779,2681,437,2014-03-14,550,30.44,16741.73,550.0,0.0,550.0,2014-03-07,True
5312,2149,4780,2681,435,2014-03-14,550,40.94,22516.73,550.0,0.0,550.0,2014-03-07,True
5313,2150,4781,2682,165,2014-03-14,60,3.6,216.09,60.0,0.0,60.0,2014-03-07,True
5314,2150,4782,2682,166,2014-03-14,60,3.98,238.77,60.0,6.0,54.0,2014-03-07,True
5315,2151,4783,2683,9,2014-03-14,550,31.49,17319.23,550.0,0.0,550.0,2014-03-07,True
5316,2151,4784,2683,7,2014-03-14,550,48.29,26559.23,550.0,0.0,550.0,2014-03-07,True
5317,2152,4785,2684,120,2014-03-14,550,12.97,7132.13,550.0,82.0,468.0,2014-03-07,True
5318,2153,4786,2685,441,2014-03-15,550,21.09,11601.98,550.0,0.0,550.0,2014-03-08,True
5319,2153,4787,2685,438,2014-03-15,550,30.44,16741.73,550.0,0.0,550.0,2014-03-08,True
5320,2154,4788,2686,434,2014-03-15,550,40.94,22516.73,550.0,0.0,550.0,2014-03-08,True
5321,2155,4789,2687,4,2014-03-15,550,62.99,34644.23,550.0,0.0,550.0,2014-03-08,True
5322,2156,4790,2688,74,2014-03-15,3,47.52,142.57,3.0,0.0,3.0,2014-03-08,True
5323,2156,4791,2688,75,2014-03-15,3,45.42,136.27,3.0,0.0,3.0,2014-03-08,True
5324,2156,4792,2688,76,2014-03-15,3,49.7,149.09,3.0,0.0,3.0,2014-03-08,True
5325,2156,4793,2688,77,2014-03-15,3,45.42,136.27,3.0,0.0,3.0,2014-03-08,True
5326,2157,4794,2689,73,2014-03-15,3,47.68,143.04,3.0,0.0,3.0,2014-03-08,True
5327,2158,4795,2690,115,2014-03-15,550,23.4,12872.48,550.0,0.0,550.0,2014-03-08,True
5328,2158,4796,2690,116,2014-03-15,550,27.87,15326.85,550.0,0.0,550.0,2014-03-08,True
5329,2159,4797,2691,123,2014-03-15,550,6.75,3713.33,550.0,0.0,550.0,2014-03-08,True
5330,2160,4798,2692,10,2014-03-15,550,31.49,17319.23,550.0,0.0,550.0,2014-03-08,True
5331,2160,4799,2692,8,2014-03-15,550,48.29,26559.23,550.0,55.0,495.0,2014-03-08,True
5332,2160,4800,2692,114,2014-03-15,550,36.28,19952.63,550.0,0.0,550.0,2014-03-08,True
5333,2161,4801,2693,153,2014-03-15,60,50.75,3044.79,60.0,0.0,60.0,2014-03-08,True
