CUSTOMERKEY,CUSTOMERID,STOREID,TERRITORYKEY,ACCOUNTNUMBER,CUSTOMERMODIFIEDDATE,STORENAME,STOREMODIFIEDDATE,STORECATEGORY,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
13905,20839,,10,AW00020839,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13906,20840,,7,AW00020840,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13907,20841,,8,AW00020841,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13908,20842,,8,AW00020842,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13909,20843,,8,AW00020843,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13910,20844,,7,AW00020844,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13911,20845,,8,AW00020845,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13912,20846,,7,AW00020846,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13913,20847,,8,AW00020847,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13914,20848,,10,AW00020848,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13915,20849,,10,AW00020849,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13916,20850,,10,AW00020850,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13917,20851,,10,AW00020851,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13918,20852,,10,AW00020852,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13919,20853,,7,AW00020853,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13920,20854,,8,AW00020854,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13921,20855,,7,AW00020855,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13922,20856,,10,AW00020856,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13923,20857,,7,AW00020857,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13924,20858,,7,AW00020858,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13925,20859,,10,AW00020859,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13926,20860,,8,AW00020860,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13927,20861,,8,AW00020861,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13928,20862,,10,AW00020862,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13929,20863,,10,AW00020863,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13930,20864,,10,AW00020864,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13931,20865,,8,AW00020865,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13932,20866,,10,AW00020866,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13933,20867,,7,AW00020867,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13934,20868,,10,AW00020868,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13935,20869,,10,AW00020869,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13936,20870,,8,AW00020870,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13937,20871,,8,AW00020871,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13938,20872,,10,AW00020872,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13939,20873,,8,AW00020873,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13940,20874,,8,AW00020874,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13941,20875,,10,AW00020875,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13942,20876,,8,AW00020876,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13943,20877,,7,AW00020877,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13944,20878,,7,AW00020878,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13945,20879,,10,AW00020879,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13946,20880,,10,AW00020880,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13947,20881,,10,AW00020881,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13948,20882,,7,AW00020882,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13949,20883,,7,AW00020883,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13950,20884,,7,AW00020884,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13951,20885,,10,AW00020885,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13952,20886,,10,AW00020886,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13953,20887,,7,AW00020887,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13954,20888,,7,AW00020888,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13955,20889,,10,AW00020889,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13956,20890,,10,AW00020890,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13957,20891,,7,AW00020891,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13958,20892,,10,AW00020892,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13959,20893,,8,AW00020893,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13960,20894,,7,AW00020894,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13961,20895,,7,AW00020895,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13962,20896,,8,AW00020896,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13963,20897,,7,AW00020897,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13964,20898,,8,AW00020898,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13965,20899,,7,AW00020899,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13966,20900,,10,AW00020900,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13967,20901,,7,AW00020901,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13968,20902,,10,AW00020902,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13969,20903,,8,AW00020903,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13970,20904,,10,AW00020904,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13971,20905,,7,AW00020905,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13972,20906,,10,AW00020906,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13973,20907,,10,AW00020907,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13974,20908,,8,AW00020908,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13975,20909,,10,AW00020909,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13976,20910,,7,AW00020910,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13977,20911,,7,AW00020911,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13978,20912,,8,AW00020912,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13979,20913,,8,AW00020913,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13980,20914,,8,AW00020914,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13981,20915,,7,AW00020915,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13982,20916,,8,AW00020916,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13983,20917,,10,AW00020917,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13984,20918,,7,AW00020918,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13985,20919,,7,AW00020919,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13986,20920,,7,AW00020920,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13987,20921,,10,AW00020921,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13988,20922,,10,AW00020922,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13989,20923,,8,AW00020923,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13990,20924,,8,AW00020924,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13991,20925,,7,AW00020925,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13992,20926,,7,AW00020926,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13993,20927,,8,AW00020927,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13994,20928,,8,AW00020928,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13995,20929,,10,AW00020929,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13996,20930,,8,AW00020930,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13997,20931,,10,AW00020931,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13998,20932,,7,AW00020932,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
13999,20933,,10,AW00020933,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14000,20934,,7,AW00020934,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14001,20935,,7,AW00020935,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14002,20936,,7,AW00020936,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14003,20937,,8,AW00020937,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14004,20938,,10,AW00020938,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14005,20939,,8,AW00020939,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14006,20940,,7,AW00020940,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14007,20941,,7,AW00020941,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14008,20942,,7,AW00020942,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14009,20943,,10,AW00020943,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14010,20944,,7,AW00020944,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14011,20945,,8,AW00020945,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14012,20946,,8,AW00020946,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14013,20947,,10,AW00020947,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14014,20948,,7,AW00020948,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14015,20949,,10,AW00020949,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14016,20950,,10,AW00020950,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14017,20951,,10,AW00020951,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14018,20952,,10,AW00020952,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14019,20953,,7,AW00020953,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14020,20954,,7,AW00020954,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14021,20955,,7,AW00020955,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14022,20956,,7,AW00020956,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14023,20957,,7,AW00020957,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14024,20958,,8,AW00020958,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14025,20959,,7,AW00020959,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14026,20960,,7,AW00020960,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14027,20961,,7,AW00020961,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14028,20962,,7,AW00020962,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14029,20963,,10,AW00020963,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14030,20964,,7,AW00020964,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14031,20965,,10,AW00020965,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14032,20966,,7,AW00020966,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14033,20967,,8,AW00020967,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14034,20968,,10,AW00020968,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14035,20969,,7,AW00020969,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14036,20970,,8,AW00020970,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14037,20971,,7,AW00020971,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14038,20972,,10,AW00020972,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14039,20973,,10,AW00020973,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14040,20974,,7,AW00020974,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14041,20975,,10,AW00020975,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14042,20976,,7,AW00020976,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14043,20977,,7,AW00020977,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14044,20978,,8,AW00020978,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14045,20979,,8,AW00020979,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14046,20980,,8,AW00020980,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14047,20981,,8,AW00020981,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14048,20982,,10,AW00020982,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14049,20983,,9,AW00020983,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14050,20984,,9,AW00020984,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14051,20985,,9,AW00020985,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14052,20986,,9,AW00020986,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14053,20987,,9,AW00020987,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14054,20988,,9,AW00020988,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14055,20989,,9,AW00020989,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14056,20990,,9,AW00020990,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14057,20991,,9,AW00020991,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14058,20992,,9,AW00020992,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14059,20993,,9,AW00020993,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14060,20994,,9,AW00020994,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14061,20995,,9,AW00020995,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14062,20996,,9,AW00020996,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14063,20997,,9,AW00020997,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14064,20998,,9,AW00020998,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14065,20999,,9,AW00020999,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14066,21000,,9,AW00021000,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14067,21001,,9,AW00021001,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14068,21002,,9,AW00021002,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14069,21003,,7,AW00021003,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14070,21004,,7,AW00021004,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14071,21005,,7,AW00021005,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14072,21006,,8,AW00021006,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14073,21007,,8,AW00021007,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14074,21008,,8,AW00021008,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14075,21009,,8,AW00021009,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14076,21010,,8,AW00021010,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14077,21011,,10,AW00021011,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14078,21012,,10,AW00021012,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14079,21013,,7,AW00021013,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14080,21014,,7,AW00021014,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14081,21015,,8,AW00021015,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14082,21016,,8,AW00021016,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14083,21017,,7,AW00021017,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14084,21018,,10,AW00021018,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14085,21019,,7,AW00021019,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14086,21020,,10,AW00021020,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14087,21021,,7,AW00021021,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14088,21022,,7,AW00021022,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14089,21023,,10,AW00021023,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14090,21024,,7,AW00021024,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14091,21025,,10,AW00021025,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14092,21026,,10,AW00021026,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14093,21027,,10,AW00021027,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14094,21028,,10,AW00021028,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14095,21029,,8,AW00021029,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14096,21030,,7,AW00021030,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14097,21031,,7,AW00021031,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14098,21032,,8,AW00021032,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14099,21033,,7,AW00021033,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14100,21034,,10,AW00021034,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14101,21035,,8,AW00021035,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14102,21036,,10,AW00021036,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14103,21037,,8,AW00021037,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14104,21038,,7,AW00021038,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14105,21039,,10,AW00021039,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14106,21040,,10,AW00021040,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14107,21041,,7,AW00021041,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14108,21042,,8,AW00021042,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14109,21043,,8,AW00021043,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14110,21044,,10,AW00021044,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14111,21045,,7,AW00021045,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14112,21046,,10,AW00021046,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14113,21047,,8,AW00021047,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14114,21048,,7,AW00021048,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14115,21049,,10,AW00021049,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14116,21050,,7,AW00021050,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14117,21051,,8,AW00021051,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14118,21052,,8,AW00021052,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14119,21053,,10,AW00021053,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14120,21054,,7,AW00021054,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14121,21055,,8,AW00021055,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14122,21056,,10,AW00021056,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14123,21057,,8,AW00021057,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14124,21058,,7,AW00021058,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14125,21059,,7,AW00021059,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14126,21060,,10,AW00021060,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14127,21061,,7,AW00021061,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14128,21062,,7,AW00021062,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14129,21063,,7,AW00021063,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14130,21064,,7,AW00021064,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14131,21065,,8,AW00021065,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14132,21066,,10,AW00021066,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14133,21067,,10,AW00021067,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14134,21068,,10,AW00021068,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14135,21069,,10,AW00021069,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
